© 2000-2020 QIAGEN. All rights reserved.

Upstream Regulator	Expr Log Ratio	Molecule Type	Predicted Activation State	Activation z-score	p-value of overlap	Target Molecules in Dataset	Mechanistic Network
bardoxolone methyl	 	chemical drug	 	 	2.55E-02	MYC	 
Tgf beta	 	group	 	 	2.59E-02	IL32,MYC	 
IFNB1	 	cytokine	 	 	2.60E-02	MYC,XAF1	 
Ubiquitin	 	group	 	 	2.64E-02	MYC	 
NR2E1	 	ligand-dependent nuclear receptor	 	 	2.64E-02	MYC	 
SRSF1	 	other	 	 	2.64E-02	KLF6	 
IFRD1	 	other	 	 	2.64E-02	MYC	 
TAB1	 	enzyme	 	 	2.64E-02	XAF1	 
crocidolite asbestos	 	chemical toxicant	 	 	2.64E-02	MYC	 
4-tert-octylphenol	 	chemical toxicant	 	 	2.64E-02	MYC	 
RXRA	 	ligand-dependent nuclear receptor	 	 	2.72E-02	S100A4,S100A8	 
Stat3-Stat3	 	complex	 	 	2.72E-02	MYC	 
grape seed extract	 	chemical drug	 	 	2.72E-02	MYC	 
KDM4C	 	enzyme	 	 	2.72E-02	MYC	 
PRKCZ	 	kinase	 	 	2.72E-02	MYC	 
linsidomine	 	chemical drug	 	 	2.72E-02	MYC	 
3M-011	 	chemical reagent	 	 	2.80E-02	MYC	 
Cdk	 	group	 	 	2.80E-02	MYC	 
IL23A	 	cytokine	 	 	2.80E-02	S100A8	 
HLX	 	transcription regulator	 	 	2.80E-02	MYC	 
IGF2BP1	 	translation regulator	 	 	2.80E-02	MYC	 
ZBTB7A	 	transcription regulator	 	 	2.80E-02	MYC	 
PDPK1	 	kinase	 	 	2.80E-02	MYC	 
IL17RA	 	transmembrane receptor	 	 	2.80E-02	S100A8	 
RAD21	 	transcription regulator	 	 	2.80E-02	MYC	 
paclitaxel	 	chemical drug	 	 	2.82E-02	LCP1,MYC	 
PD 0325901	 	chemical drug	 	 	2.89E-02	MYC	 
Secretase gamma	 	complex	 	 	2.89E-02	MYC	 
arginine	 	chemical - endogenous mammalian	 	 	2.89E-02	MYC	 
EIF4EBP1	 	translation regulator	 	 	2.89E-02	MYC	 
ANXA2	 	other	 	 	2.89E-02	MYC	 
PLAT	 	peptidase	 	 	2.89E-02	MYC	 
PAK1	 	kinase	 	 	2.89E-02	MYC	 
bryostatin 1	 	chemical drug	 	 	2.89E-02	MYC	 
KIN001-043	 	chemical - kinase inhibitor	 	 	2.89E-02	MYC	 
daunorubicin	 	chemical drug	 	 	2.89E-02	MYC	 
fisetin	 	chemical toxicant	 	 	2.89E-02	MYC	 
diethylstilbestrol	 	chemical drug	 	 	2.89E-02	PIM1,S100A8	 
SKP2	 	other	 	 	2.97E-02	S100A4	 
PLK1	 	kinase	 	 	2.97E-02	MYC	 
ING1	 	transcription regulator	 	 	2.97E-02	TPT1	 
IL36A	 	cytokine	 	 	2.97E-02	S100A8	 
IL17F	 	cytokine	 	 	2.97E-02	IL32	 
diclofenac	 	chemical drug	 	 	2.97E-02	MYC	 
SU6656	 	chemical toxicant	 	 	2.97E-02	MYC	 
indole-3-carbinol	 	chemical drug	 	 	2.97E-02	LCP1	 
SN-38	 	chemical drug	 	 	2.97E-02	MYC	 
TFDP1	 	transcription regulator	 	 	3.05E-02	MYC	 
EZR	 	other	 	 	3.05E-02	MYC	 
ARRB2	 	other	 	 	3.05E-02	MYC	 
ACVRL1	 	kinase	 	 	3.05E-02	MYC	 
MMP2	 	peptidase	 	 	3.05E-02	MYC	 
PRKN	 	enzyme	 	 	3.05E-02	MYC	 
tamoxifen	 	chemical drug	 	 	3.06E-02	AHNAK,MYC	 
3M-001	 	chemical drug	 	 	3.14E-02	MYC	 
NORAD	 	other	 	 	3.14E-02	IL32	 
KDM3A	 	transcription regulator	 	 	3.14E-02	MYC	 
xanthohumol	 	chemical drug	 	 	3.14E-02	MYC	 
ALOX5	 	enzyme	 	 	3.14E-02	MYC	 
histone deacetylase inhibitor	 	chemical drug	 	 	3.14E-02	MYC	 
imatinib	 	chemical drug	 	 	3.20E-02	MYC,PIM1	 
CP-55940	 	chemical reagent	 	 	3.22E-02	MYC	 
CYLD	 	transcription regulator	 	 	3.22E-02	IL7R	 
TSLP	 	cytokine	 	 	3.22E-02	MYC	 
TWIST2	 	transcription regulator	 	 	3.22E-02	KLF6	 
SAA1	 	transporter	 	 	3.22E-02	S100A8	 
IGHM	 	transmembrane receptor	 	 	3.22E-02	MYC	 
thalidomide	 	chemical drug	 	 	3.22E-02	PIM1	 
steroid	 	chemical - endogenous mammalian	 	 	3.22E-02	MYC	 
TCF7L2	 	transcription regulator	 	 	3.22E-02	MYC,STK17B	 
Ige	 	complex	 	 	3.26E-02	IL7R,MYC	 
GnRH analog	 	biologic drug	 	 	3.26E-02	IL32,PABPC1	 
CCND1	 	transcription regulator	 	 	3.29E-02	AHNAK,MYC	 
TNFSF13	 	cytokine	 	 	3.30E-02	MYC	 
miR-182-5p (and other miRNAs w/seed UUGGCAA)	 	mature microRNA	 	 	3.30E-02	MALAT1	 
CARM1	 	transcription regulator	 	 	3.30E-02	MYC	 
sorafenib	 	chemical drug	 	 	3.30E-02	PIM1	 
4-methylnitrosoamino-1-(3-pyridinyl)-1-butanone	 	chemical toxicant	 	 	3.30E-02	LCP1	 
ethionine	 	chemical toxicant	 	 	3.30E-02	MYC	 
TCF3	 	transcription regulator	 	 	3.33E-02	IL7R,MYC	 
ENG	 	transmembrane receptor	 	 	3.39E-02	MYC	 
ABL1	 	kinase	 	 	3.39E-02	MYC	 
Tcf7	 	transcription regulator	 	 	3.39E-02	IL7R	 
propranolol	 	chemical drug	 	 	3.39E-02	MYC	 
IL3	 	cytokine	 	 	3.44E-02	MYC,PIM1	 
PP1	 	chemical - kinase inhibitor	 	 	3.47E-02	MYC	 
PLAUR	 	transmembrane receptor	 	 	3.47E-02	MYC	 
F7	 	peptidase	 	 	3.47E-02	MYC	 
TNIP1	 	other	 	 	3.47E-02	S100A8	 
nonylphenol	 	chemical toxicant	 	 	3.47E-02	STK17B	 
benzyl isothiocyanate	 	chemical - endogenous non-mammalian	 	 	3.47E-02	MYC	 
everolimus	 	chemical drug	 	 	3.47E-02	MYC	 
eflornithine	 	chemical drug	 	 	3.47E-02	IL32	 
laminaran	 	chemical drug	 	 	3.47E-02	IL7R	 
HRH3	 	G-protein coupled receptor	 	 	3.55E-02	S100A8	 
IRS2	 	enzyme	 	 	3.55E-02	MYC	 
S100A4	0.270	other	 	 	3.55E-02	S100A8	 
CSF1R	 	kinase	 	 	3.55E-02	MYC	 
phenacetin	 	chemical drug	 	 	3.55E-02	MYC	 
SAHM1	 	chemical reagent	 	 	3.55E-02	MYC	 
KL	 	enzyme	 	 	3.64E-02	MYC	 
EED	 	transcription regulator	 	 	3.64E-02	MYC	 
H2AX	 	transcription regulator	 	 	3.64E-02	MYC	 
GABPA	 	transcription regulator	 	 	3.64E-02	IL7R	 
CDK2AP1	 	other	 	 	3.64E-02	MYC	 
retinoid	 	chemical drug	 	 	3.64E-02	MYC	 
D-galactosamine	 	chemical - endogenous mammalian	 	 	3.64E-02	MYC	 
bucladesine	 	chemical toxicant	 	 	3.68E-02	MYC,XAF1	 
Wnt	 	group	 	 	3.72E-02	MYC	 
PRMT5	 	enzyme	 	 	3.72E-02	MYC	 
ZNF106	 	other	 	 	3.72E-02	S100A8	 
TNC	 	other	 	 	3.72E-02	MYC	 
CDK2	 	kinase	 	 	3.72E-02	MYC	 
NME1	 	kinase	 	 	3.72E-02	PABPC1	 
SMAD1	 	transcription regulator	 	 	3.80E-02	MYC	 
PPP2CA	 	phosphatase	 	 	3.80E-02	MYC	 
mir-146	 	microRNA	 	 	3.80E-02	MYC	 
HDAC6	 	transcription regulator	 	 	3.80E-02	MYC	 
PCGF2	 	transcription regulator	 	 	3.80E-02	MYC	 
HOTAIR	 	other	 	 	3.89E-02	MYC	 
IL23	 	complex	 	 	3.89E-02	S100A8	 
EGR3	 	transcription regulator	 	 	3.89E-02	MYC	 
mir-145	 	microRNA	 	 	3.89E-02	MYC	 
IFNAR2	 	transmembrane receptor	 	 	3.89E-02	XAF1	 
IFNA4	 	cytokine	 	 	3.89E-02	MYC	 
MED13	 	transcription regulator	 	 	3.89E-02	MYC	 
PRKACA	 	kinase	 	 	3.89E-02	MYC	 
IFNLR1	 	transmembrane receptor	 	 	3.89E-02	MYC	 
SB 216763	 	chemical toxicant	 	 	3.89E-02	MYC	 
stallimycin	 	biologic drug	 	 	3.89E-02	IL7R	 
roscovitine	 	chemical drug	 	 	3.97E-02	MYC	 
LRP6	 	transmembrane receptor	 	 	3.97E-02	MYC	 
NOTCH2	 	transcription regulator	 	 	3.97E-02	IL7R	 
KDR	 	kinase	 	 	3.97E-02	PIM1	 
quinolinic acid	 	chemical - endogenous mammalian	 	 	3.97E-02	MYC	 
vincristine	 	chemical drug	 	 	3.97E-02	LCP1	 
IL10	 	cytokine	 	 	4.05E-02	IL7R,S100A8	 
ICAM1	 	transmembrane receptor	 	 	4.05E-02	MYC	 
MYBL2	 	transcription regulator	 	 	4.05E-02	MYC	 
HNRNPK	 	transcription regulator	 	 	4.05E-02	MYC	 
JAK3	 	kinase	 	 	4.05E-02	IL7R	 
P38 MAPK	 	group	 	 	4.09E-02	IL32,MYC	 
nilotinib	 	chemical drug	 	 	4.14E-02	MYC	 
APLN	 	other	 	 	4.14E-02	MYC	 
2-bromoethylamine	 	chemical reagent	 	 	4.14E-02	MYC	 
JAG1	 	growth factor	 	 	4.14E-02	MYC	 
EHMT2	 	transcription regulator	 	 	4.14E-02	MYC	 
Hedgehog	 	group	 	 	4.22E-02	MYC	 
8-chlorophenylthio-adenosine 3',5'-cyclic monophosphate	 	chemical - kinase inhibitor	 	 	4.30E-02	S100A8	 
DGCR8	 	enzyme	 	 	4.30E-02	MYC	 
ROCK2	 	kinase	 	 	4.30E-02	S100A8	 
mir-182	 	microRNA	 	 	4.30E-02	MALAT1	 
EPHB4	 	kinase	 	 	4.30E-02	MYC	 
9,10-dimethyl-1,2-benzanthracene	 	chemical toxicant	 	 	4.30E-02	S100A8	 
inosine	 	chemical - endogenous mammalian	 	 	4.38E-02	LCP1	 
SRC (family)	 	group	 	 	4.38E-02	S100A4	 
panobinostat	 	chemical drug	 	 	4.38E-02	MYC	 
nitroprusside	 	chemical drug	 	 	4.38E-02	MYC	 
CREBBP	 	transcription regulator	 	 	4.45E-02	IL7R,MYC	 
bromodeoxyuridine	 	chemical drug	 	 	4.47E-02	IL7R	 
Rock	 	group	 	 	4.47E-02	MYC	 
MTORC1	 	complex	 	 	4.47E-02	MYC	 
SFRP1	 	transmembrane receptor	 	 	4.47E-02	MYC	 
GHR	 	transmembrane receptor	 	 	4.47E-02	MYC	 
NOG	 	growth factor	 	 	4.47E-02	MYC	 
CD5	 	transmembrane receptor	 	 	4.47E-02	PIM1	 
PSEN1	 	peptidase	 	 	4.49E-02	MYC,TPT1	 
ethanol	 	chemical - endogenous mammalian	 	 	4.53E-02	KLF6,MYC	 
CEBPE	 	transcription regulator	 	 	4.55E-02	MYC	 
ZEB2	 	transcription regulator	 	 	4.55E-02	IL7R	 
SAFB	 	other	 	 	4.55E-02	S100A8	 
alefacept	 	biologic drug	 	 	4.63E-02	IL7R	 
CDK9	 	kinase	 	 	4.63E-02	MYC	 
CAT	 	enzyme	 	 	4.63E-02	XAF1	 
mir-204	 	microRNA	 	 	4.63E-02	MYC	 
FGF10	 	growth factor	 	 	4.63E-02	AHNAK	 
BACH2	 	transcription regulator	 	 	4.63E-02	S100A8	 
3-nitropropionic acid	 	chemical toxicant	 	 	4.63E-02	MYC	 
carboplatin	 	chemical drug	 	 	4.63E-02	MYC	 
PTPN6	 	phosphatase	 	 	4.71E-02	MYC	 
enalapril	 	biologic drug	 	 	4.71E-02	MYC	 
di(2-ethylhexyl) phthalate	 	chemical toxicant	 	 	4.71E-02	MYC	 
glucagon	 	biologic drug	 	 	4.71E-02	AHNAK	 
TP73	 	transcription regulator	 	 	4.78E-02	LCP1,MYC	 
S-nitroso-N-acetyl-DL-penicillamine	 	chemical reagent	 	 	4.80E-02	MYC	 
NCOR2	 	transcription regulator	 	 	4.80E-02	MYC	 
hexachlorobenzene	 	chemical toxicant	 	 	4.80E-02	MYC	 
GNAS	 	enzyme	 	 	4.80E-02	MYC	 
SERPINF1	 	other	 	 	4.80E-02	MYC	 
PAX5	 	transcription regulator	 	 	4.80E-02	GPRIN3	 
MAP2K7	 	kinase	 	 	4.80E-02	MYC	 
MSC	 	transcription regulator	 	 	4.80E-02	XAF1	 
luteolin	 	chemical drug	 	 	4.80E-02	MYC	 
GPER1	 	G-protein coupled receptor	 	 	4.88E-02	MYC	 
ELL2	 	transcription regulator	 	 	4.88E-02	MYC	 
mir-24	 	microRNA	 	 	4.88E-02	MYC	 
IFNA1/IFNA13	 	cytokine	 	 	4.88E-02	MYC	 
N-methyl-D-aspartate	 	chemical drug	 	 	4.88E-02	MYC	 
EGFR	 	kinase	 	 	4.88E-02	MYC,PABPC1	 
GATA2	 	transcription regulator	 	 	4.90E-02	MYC,S100A8	 
1810019D21Rik	 	other	 	 	4.96E-02	S100A8	 
IL12B	 	cytokine	 	 	4.96E-02	S100A8	 
TCF12	 	transcription regulator	 	 	4.96E-02	IL7R	 
PRKCB	 	kinase	 	 	4.96E-02	MYC	 
ZAP70	 	kinase	 	 	4.96E-02	XAF1	 
KLF5	 	transcription regulator	 	 	4.96E-02	MYC	 
