© 2000-2020 QIAGEN. All rights reserved.

Ingenuity Canonical Pathways	 -log(p-value)	Ratio	z-score	Molecules	
Role of JAK1, JAK2 and TYK2 in Interferon Signaling	7.93E-01	8.33E-02	NaN	JAK2,STAT3	
Ceramide Biosynthesis	7.77E-01	1.67E-01	NaN	KDSR	
Zymosterol Biosynthesis	7.77E-01	1.67E-01	NaN	LBR	
Lactose Degradation III	7.77E-01	1.67E-01	NaN	PSAP	
Granulocyte Adhesion and Diapedesis	7.59E-01	4.44E-02	NaN	CXCR4,FPR1,GNAI2,ITGA4,ITGA6,ITGAM,ITGB1,TNFRSF1B	
GPCR-Mediated Integration of Enteroendocrine Signaling Exemplified by an L Cell	7.54E-01	5.48E-02	-1.000	ADCY9,GNAI2,PDIA3,PLCL2	
Role of Pattern Recognition Receptors in Recognition of Bacteria and Viruses	7.42E-01	4.55E-02	NaN	EIF2AK2,LTB,MAPK1,OAS1,OAS2,OAS3,PRKCQ	
Hematopoiesis from Pluripotent Stem Cells	7.42E-01	6.12E-02	NaN	CD247,CD3D,CD3E	
Glioma Invasiveness Signaling	7.4E-01	5.41E-02	0.000	FNBP1,MAPK1,NRAS,RHOA	
Osteoarthritis Pathway	7.33E-01	4.27E-02	-1.342	CREBBP,HIF1A,HMGB1,ITGA4,ITGB1,S100A8,S100A9,TCF7,TNFRSF1B	
Assembly of RNA Polymerase II Complex	7.24E-01	6E-02	NaN	POLR2C,TAF13,TAF15	
Neuroinflammation Signaling Pathway	7.17E-01	4E-02	-1.155	B2M,BIRC6,CREBBP,FOS,GLS,GSK3B,HLA-C,HMGB1,JAK2,JAK3,MAPK1,MAPK14	
White Adipose Tissue Browning Pathway	7.17E-01	4.65E-02	0.816	ADCY9,CREBBP,LDHA,LDHB,MAPK1,MAPK14	
eNOS Signaling	6.95E-01	4.4E-02	1.633	ADCY9,HSP90B1,HSPA4,HSPA8,LPAR6,NOSIP,PRKCQ	
VDR/RXR Activation	6.86E-01	5.13E-02	NaN	CD14,CDKN1B,NCOR1,PRKCQ	
Synaptic Long Term Depression	6.82E-01	4.23E-02	1.134	GNAI2,MAPK1,NRAS,PDIA3,PLAAT4,PLCL2,PRKCQ,SMARCC2	
Xenobiotic Metabolism CAR Signaling Pathway	6.82E-01	4.23E-02	-0.707	ABCB1,ALDH18A1,CREBBP,GSTK1,HSP90B1,MAPK1,PRKCQ,RACK1	
CD27 Signaling in Lymphocytes	6.74E-01	5.66E-02	NaN	FOS,MAP3K3,NFKBIA	
Superoxide Radicals Degradation	6.66E-01	1.25E-01	NaN	CAT	
Role of p14/p19ARF in Tumor Suppression	6.66E-01	6.9E-02	NaN	NPM1,UBTF	
Role of Osteoblasts, Osteoclasts and Chondrocytes in Rheumatoid Arthritis	6.64E-01	4.09E-02	NaN	AXIN1,FOS,GSK3B,ITGB1,MAPK1,MAPK14,NFKBIA,TCF7,TNFRSF1B	
Role of MAPK Signaling in the Pathogenesis of Influenza	6.6E-01	5E-02	NaN	MAPK1,MAPK14,NRAS,PLAAT4	
LPS/IL-1 Mediated Inhibition of RXR Function	6.35E-01	4.02E-02	1.342	ABCB1,ACSL5,ALDH18A1,CAT,CD14,CPT1A,GSTK1,TNFRSF1B,XPO1	
Sucrose Degradation V (Mammalian)	6.2E-01	1.11E-01	NaN	ALDOA	
Phosphatidylethanolamine Biosynthesis II	6.2E-01	1.11E-01	NaN	ETNK1	
Breast Cancer Regulation by Stathmin1	6.16E-01	3.55E-02	NaN	ARHGEF3,ARHGEF6,ARHGEF9,CAMK2G,CCND2,CDKN1B,CREBBP,FPR1,GNB1,GNB2,GRB2,HIF1A,LPAR6,MAPK1,NRAS,PRKCQ,RB1CC1,RHOA,S1PR5,SOS1,STAT3	
TR/RXR Activation	6.11E-01	4.76E-02	NaN	HIF1A,NCOR1,STRBP,UCP2	
GPCR-Mediated Nutrient Sensing in Enteroendocrine Cells	6.09E-01	4.46E-02	1.342	ADCY9,GNAI2,PDIA3,PLCL2,PRKCQ	
cAMP-mediated signaling	6.07E-01	3.95E-02	0.707	ADCY9,AKAP9,CAMK2G,CREBBP,FPR1,GNAI2,MAPK1,RGS2,STAT3	
MSP-RON Signaling Pathway	5.99E-01	5.17E-02	NaN	ACTG1,ITGAM,JAK2	
Ketolysis	5.8E-01	1E-01	NaN	HADHA	
Retinoic acid Mediated Apoptosis Signaling	5.72E-01	5E-02	NaN	PARP1,PARP8,PARP9	
PCP pathway	5.72E-01	5E-02	NaN	PFN1,RHOA,ROCK2	
Ceramide Signaling	5.67E-01	4.55E-02	0.000	FOS,NRAS,S1PR5,TNFRSF1B	
Inhibition of Angiogenesis by TSP1	5.65E-01	5.88E-02	NaN	MAPK1,MAPK14	
p38 MAPK Signaling	5.53E-01	4.24E-02	2.000	CDC25B,CREBBP,MAPK14,MAPKAPK2,TNFRSF1B	
Ketogenesis	5.45E-01	9.09E-02	NaN	HADHA	
Purine Nucleotides De Novo Biosynthesis II	5.45E-01	9.09E-02	NaN	ADSL	
GP6 Signaling Pathway	5.44E-01	4.2E-02	-0.447	APBB1IP,GSK3B,LCP2,PRKCQ,RASGRP2	
Phospholipases	5.33E-01	4.76E-02	NaN	PDIA3,PLAAT4,PLCL2	
B Cell Development	5.32E-01	5.56E-02	NaN	IL7R,SPN	
LXR/RXR Activation	5.26E-01	4.13E-02	-2.000	CD14,LYZ,NCOR1,S100A8,TNFRSF1B	
Complement System	5.16E-01	5.41E-02	NaN	CFH,ITGAM	
Assembly of RNA Polymerase I Complex	5.14E-01	8.33E-02	NaN	UBTF	
BER pathway	5.14E-01	8.33E-02	NaN	PARP1	
GABA Receptor Signaling	4.98E-01	4.21E-02	NaN	ADCY9,AP2B1,UBA52,UBC	
Hepatic Cholestasis	4.95E-01	3.78E-02	NaN	ABCB1,ADCY9,CD14,LTB,NFKBIA,PRKCQ,TNFRSF1B	
Atherosclerosis Signaling	4.85E-01	3.97E-02	NaN	CXCR4,ITGA4,LYZ,PLAAT4,S100A8	
Fatty Acid Activation	4.85E-01	7.69E-02	NaN	ACSL5	
Cholesterol Biosynthesis I	4.85E-01	7.69E-02	NaN	LBR	
Cholesterol Biosynthesis II (via 24,25-dihydrolanosterol)	4.85E-01	7.69E-02	NaN	LBR	
Cholesterol Biosynthesis III (via Desmosterol)	4.85E-01	7.69E-02	NaN	LBR	
Small Cell Lung Cancer Signaling	4.45E-01	4.23E-02	NaN	CDKN1B,NFKBIA,SIN3A	
Agranulocyte Adhesion and Diapedesis	4.45E-01	3.63E-02	NaN	ACTG1,CXCR4,GNAI2,ITGA4,ITGA6,ITGB1,ITGB7	
Triacylglycerol Biosynthesis	4.44E-01	4.76E-02	NaN	AGPAT4,LPIN2	
Basal Cell Carcinoma Signaling	4.35E-01	4.17E-02	NaN	AXIN1,GSK3B,TCF7	
Isoleucine Degradation I	4.35E-01	6.67E-02	NaN	HADHA	
T Helper Cell Differentiation	4.26E-01	4.11E-02	NaN	STAT3,STAT6,TNFRSF1B	
Role of RIG1-like Receptors in Antiviral Innate Immunity	4.18E-01	4.55E-02	NaN	CREBBP,NFKBIA	
FcγRIIB Signaling in B Lymphocytes	4.07E-01	4E-02	NaN	GRB2,NRAS,SOS1	
PFKFB4 Signaling Pathway	3.95E-01	4.35E-02	NaN	CREBBP,MAPK1	
RAN Signaling	3.94E-01	5.88E-02	NaN	XPO1	
γ-linolenate Biosynthesis II (Animals)	3.94E-01	5.88E-02	NaN	ACSL5	
nNOS Signaling in Neurons	3.83E-01	4.26E-02	NaN	CAPNS1,PRKCQ	
Type II Diabetes Mellitus Signaling	3.75E-01	3.52E-02	1.000	ACSL5,MAPK1,NFKBIA,PRKCQ,TNFRSF1B	
Valine Degradation I	3.75E-01	5.56E-02	NaN	HADHA	
Graft-versus-Host Disease Signaling	3.73E-01	4.17E-02	NaN	HLA-C,HLA-G	
Autoimmune Thyroid Disease Signaling	3.63E-01	4.08E-02	NaN	HLA-C,HLA-G	
DNA damage-induced 14-3-3σ Signaling	3.58E-01	5.26E-02	NaN	ATM	
Melanoma Signaling	3.52E-01	4E-02	NaN	MAPK1,NRAS	
Myc Mediated Apoptosis Signaling	3.52E-01	4E-02	NaN	CREBBP,TNFRSF1B	
CDP-diacylglycerol Biosynthesis I	3.41E-01	5E-02	NaN	AGPAT4	
Phagosome Maturation	3.23E-01	3.31E-02	NaN	ATP6V1B2,B2M,CALR,HLA-C,STX16	
Allograft Rejection Signaling	3.2E-01	3.49E-02	NaN	B2M,HLA-C,HLA-G	
Transcriptional Regulatory Network in Embryonic Stem Cells	3.14E-01	3.7E-02	NaN	SET,STAT3	
Phosphatidylglycerol Biosynthesis II (Non-plastidic)	3.12E-01	4.55E-02	NaN	AGPAT4	
Methionine Degradation I (to Homocysteine)	3.12E-01	4.55E-02	NaN	MAT2B	
Role of Lipids/Lipid Rafts in the Pathogenesis of Influenza	2.98E-01	4.35E-02	NaN	RSAD2	
Ethanol Degradation IV	2.98E-01	4.35E-02	NaN	CAT	
Sperm Motility	2.97E-01	3.14E-02	1.000	JAK2,JAK3,MATK,PDIA3,PLAAT4,PLCL2,PRKCQ	
Glutamate Receptor Signaling	2.9E-01	3.51E-02	NaN	GLS,GNB1	
Tumoricidal Function of Hepatic Natural Killer Cells	2.85E-01	4.17E-02	NaN	SRGN	
Glutathione Redox Reactions I	2.85E-01	4.17E-02	NaN	GSTK1	
TCA Cycle II (Eukaryotic)	2.85E-01	4.17E-02	NaN	DLST	
Cysteine Biosynthesis III (mammalia)	2.85E-01	4.17E-02	NaN	MAT2B	
D-myo-inositol (1,4,5)-Trisphosphate Biosynthesis	2.73E-01	4E-02	NaN	PI4KA	
Estrogen-mediated S-phase Entry	2.62E-01	3.85E-02	NaN	CDKN1B	
Glycolysis I	2.62E-01	3.85E-02	NaN	ALDOA	
Gluconeogenesis I	2.62E-01	3.85E-02	NaN	ALDOA	
Apelin Liver Signaling Pathway	2.62E-01	3.85E-02	NaN	GSK3B	
Communication between Innate and Adaptive Immune Cells	2.57E-01	3.12E-02	NaN	B2M,HLA-C,HLA-G	
Bladder Cancer Signaling	2.52E-01	3.09E-02	NaN	MAPK1,NRAS,SIN3A	
Nitric Oxide Signaling in the Cardiovascular System	2.41E-01	3.03E-02	NaN	HSP90B1,MAPK1,PRKCQ	
PXR/RXR Activation	2.34E-01	3.08E-02	NaN	ABCB1,CPT1A	
Sonic Hedgehog Signaling	2.31E-01	3.45E-02	NaN	GSK3B	
Dopamine Degradation	2.23E-01	3.33E-02	NaN	COMT	
Glutathione-mediated Detoxification	2.06E-01	3.12E-02	NaN	GSTK1	
Amyotrophic Lateral Sclerosis Signaling	-0E00	2.06E-02	NaN	CAPNS1,CAT	
Hepatic Fibrosis / Hepatic Stellate Cell Activation	-0E00	1.61E-02	NaN	CD14,KLF6,TNFRSF1B	
FXR/RXR Activation	-0E00	7.94E-03	NaN	CREBBP	
IL-15 Production	-0E00	2.48E-02	NaN	JAK2,JAK3,MATK	
Docosahexaenoic Acid (DHA) Signaling	-0E00	2.63E-02	NaN	GSK3B	
Cell Cycle Regulation by BTG Family Proteins	-0E00	2.7E-02	NaN	BTG2	
Role of CHK Proteins in Cell Cycle Checkpoint Control	-0E00	1.75E-02	NaN	ATM	
Human Embryonic Stem Cell Pluripotency	-0E00	2.96E-02	NaN	AXIN1,GSK3B,S1PR5,TCF7	
Altered T Cell and B Cell Signaling in Rheumatoid Arthritis	-0E00	1.11E-02	NaN	LTB	
Neuroprotective Role of THOP1 in Alzheimer's Disease	-0E00	2.56E-02	NaN	DPP4,HLA-C,HLA-G	
TWEAK Signaling	-0E00	2.86E-02	NaN	NFKBIA	
Pyrimidine Ribonucleotides De Novo Biosynthesis	-0E00	2.33E-02	NaN	DHX9	
tRNA Splicing	-0E00	2.33E-02	NaN	TSEN15	
Estrogen Biosynthesis	-0E00	2.44E-02	NaN	HSD17B4	
tRNA Charging	-0E00	2.56E-02	NaN	EPRS1	
Pyrimidine Ribonucleotides Interconversion	-0E00	2.44E-02	NaN	DHX9	
Stearate Biosynthesis I (Animals)	-0E00	2.13E-02	NaN	ACSL5	
Noradrenaline and Adrenaline Degradation	-0E00	2.86E-02	NaN	COMT	
Superpathway of Methionine Degradation	-0E00	2.7E-02	NaN	MAT2B	
Nucleotide Excision Repair Pathway	-0E00	2.86E-02	NaN	POLR2C	
Cardiac β-adrenergic Signaling	-0E00	2.84E-02	NaN	ADCY9,AKAP9,GNB1,GNB2	
Serotonin Receptor Signaling	-0E00	2.33E-02	NaN	ADCY9	
Phototransduction Pathway	-0E00	1.89E-02	NaN	GNB1	
Dopamine Receptor Signaling	-0E00	2.6E-02	NaN	ADCY9,COMT	
Gustation Pathway	-0E00	2.6E-02	NaN	ADCY9,GNB1,LPAR6,P2RY8	
Autophagy	-0E00	1.64E-02	NaN	RB1CC1	
NER Pathway	-0E00	1.94E-02	NaN	POLR2C,USP7	
Calcium Signaling	-0E00	2.43E-02	NaN	CALR,CAMK2G,CREBBP,HDAC1,MAPK1	
Eicosanoid Signaling	-0E00	1.52E-02	NaN	PLAAT4	
