© 2000-2020 QIAGEN. All rights reserved.

Upstream Regulator	Expr Log Ratio	Molecule Type	Predicted Activation State	Activation z-score	Flags	p-value of overlap	Target Molecules in Dataset	Mechanistic Network
LRRC26	 	ion channel	 	 	 	1.51E-02	LTB	 
USP48	 	peptidase	 	 	 	1.51E-02	CCND2	 
IGLL1/IGLL5	 	other	 	 	 	1.51E-02	IGHM	 
H6PD	 	enzyme	 	 	 	1.51E-02	HSPA5	 
CSRP3	 	other	 	 	 	1.51E-02	TXNIP	 
CD79B	-0.260	transmembrane receptor	 	 	 	1.51E-02	IGHM	 
AP2M1	 	other	 	 	 	1.51E-02	CD74	 
CNGB3	 	ion channel	 	 	 	1.51E-02	HSPA5	 
WIF1	 	other	 	 	 	1.51E-02	MALAT1	 
TAF10	 	transcription regulator	 	 	 	1.51E-02	HLA-DRA	 
UTRN	 	transmembrane receptor	 	 	 	1.51E-02	ACTG1	 
TRAT1	 	kinase	 	 	 	1.51E-02	CD69	 
COL4A1	 	other	 	 	 	1.51E-02	HSPA5	 
GJA8	 	transporter	 	 	 	1.51E-02	CALR	 
PSMD4	 	other	 	 	 	1.51E-02	CD69	 
TFF2	 	other	 	 	 	1.51E-02	CCND2	 
SFTPC	 	other	 	 	 	1.51E-02	HSPA5	 
CD226	 	other	 	 	 	1.51E-02	CD69	 
G6PC	 	phosphatase	 	 	 	1.51E-02	HSPA5	 
HLA-B	 	transmembrane receptor	 	 	 	1.51E-02	XBP1	 
BCL2A1	 	other	 	 	 	1.51E-02	CD69	 
CB-5083	 	chemical drug	 	 	 	1.51E-02	HSPA5	 
gelam honey	 	chemical reagent	 	 	 	1.51E-02	NFKBIA	 
acetazolamide	 	chemical drug	 	 	 	1.51E-02	HSPA5	 
risedronic acid	 	chemical drug	 	 	 	1.51E-02	HSPA8	 
PK11007	 	chemical reagent	 	 	 	1.51E-02	XBP1	 
saquinavir	 	chemical drug	 	 	 	1.51E-02	NFKBIA	 
FC-99	 	chemical reagent	 	 	 	1.51E-02	CD69	 
Z-VEID-FMK	 	chemical reagent	 	 	 	1.51E-02	CCND2	 
penicillamine	 	chemical drug	 	 	 	1.51E-02	HSPA5	 
cycloheximide	 	chemical reagent	 	0.581	 	1.54E-02	CALR,EEF1A1,EEF1D,NFKBIA	 
BTNL2	 	transmembrane receptor	 	 	 	1.56E-02	CD74,IGHM	 
cadmium	 	chemical toxicant	 	 	 	1.56E-02	HLA-DQB1,HSPA5	 
CD44	 	other	 	 	 	1.58E-02	CALR,CCND2,CD69	 
triamcinolone acetonide	 	chemical drug	 	 	 	1.60E-02	CD79B,NFKBIA,TXNIP	 
MAPT	 	other	 	 	 	1.61E-02	ACTG1,CANX,HSPA5,HSPA8	 
dinoprost	 	chemical - endogenous mammalian	 	 	 	1.64E-02	CCND2,PDIA4	 
MAPK1	 	kinase	 	 	 	1.67E-02	CD69,HLA-C,HLA-E,MKI67	 
TLR4	 	transmembrane receptor	 	 	 	1.70E-02	CCND2,HSPA5,NFKBIA,XBP1	 
simvastatin	 	chemical drug	 	 	 	1.71E-02	CCND2,MKI67,NFKBIA	 
PD173074	 	chemical reagent	 	 	 	1.72E-02	CCND2,LTB	 
MAP2K1/2	 	group	 	 	 	1.72E-02	CCND2,HSPA5	 
KLF6	0.260	transcription regulator	 	 	 	1.72E-02	MKI67,NFKBIA	 
(+)-MK-801	 	chemical drug	 	 	 	1.72E-02	HSPA5,NFKBIA	 
fenretinide	 	chemical drug	 	 	 	1.72E-02	MKI67,NFKBIA	 
Jnk	 	group	 	 	 	1.75E-02	CD69,HSPA5,KLF6	 
HDAC5	 	transcription regulator	 	 	 	1.76E-02	HLA-DRA,KLF6	 
mir-17	 	microRNA	 	 	 	1.76E-02	TP53INP1,TXNIP	 
PIN1	 	enzyme	 	 	 	1.76E-02	HSPA5,XBP1	 
ciglitazone	 	chemical drug	 	 	 	1.76E-02	HLA-DRA,NFKBIA	 
fingolimod	 	chemical drug	 	 	 	1.76E-02	CD69,HLA-DQB1	 
N-Ac-Leu-Leu-norleucinal	 	chemical - protease inhibitor	 	 	 	1.76E-02	HLA-C,NFKBIA	 
taurodeoxycholic acid	 	chemical - endogenous mammalian	 	 	 	1.76E-02	HSPA5	 
(+)-catechin	 	chemical drug	 	 	 	1.76E-02	HSPA5	 
EIF2A	 	translation regulator	 	 	 	1.76E-02	HSPA5	 
AKIRIN2	 	other	 	 	 	1.76E-02	CCND2	 
B-cell receptor	 	complex	 	 	 	1.76E-02	CCND2	 
PCM1	 	other	 	 	 	1.76E-02	MKI67	 
catumaxomab	 	biologic drug	 	 	 	1.76E-02	CD69	 
HNRNPR	 	other	 	 	 	1.76E-02	CANX	 
STIM2	 	transporter	 	 	 	1.76E-02	MKI67	 
MYCBP	 	transcription regulator	 	 	 	1.76E-02	CCND2	 
CASQ2	 	other	 	 	 	1.76E-02	CALR	 
PIK3C3	 	kinase	 	 	 	1.76E-02	HLA-DQB1	 
CUL1	 	enzyme	 	 	 	1.76E-02	CCND2	 
ZNF423	 	transcription regulator	 	 	 	1.76E-02	CD79B	 
CHGA	 	other	 	 	 	1.76E-02	HSPA5	 
PLA2G2A	 	enzyme	 	 	 	1.76E-02	CD69	 
THOC1	 	transcription regulator	 	 	 	1.76E-02	CALR	 
GSK 650394	 	chemical reagent	 	 	 	1.76E-02	HSPA5	 
CAPNS1	 	peptidase	 	 	 	1.76E-02	CCND2	 
MS4A1	-0.662	other	 	 	 	1.76E-02	CD69	 
teasaponin	 	chemical - endogenous non-mammalian	 	 	 	1.76E-02	NFKBIA	 
CD79A	 	transmembrane receptor	 	 	 	1.76E-02	IGHM	 
15-E2-isoketal modified phosphatidylethanolamine	 	chemical reagent	 	 	 	1.76E-02	HSPA5	 
Gm26313	 	other	 	 	 	1.76E-02	CANX	 
hydroxychloroquine	 	chemical drug	 	 	 	1.76E-02	CD69	 
2-mercaptoethanol	 	chemical - endogenous mammalian	 	 	 	1.76E-02	HSPA5	 
N-Ac-leucyl-leucyl-methioninal	 	chemical - protease inhibitor	 	 	 	1.76E-02	HSP90B1	 
DMD	 	other	 	 	 	1.77E-02	ACTG1,EEF1A1,HSPA8	 
RAF1	 	kinase	 	 	 	1.77E-02	CD74,MKI67,TXNIP	 
USF1	 	transcription regulator	 	 	 	1.80E-02	MS4A1,TXNIP	 
CpG ODN 1826	 	chemical reagent	 	 	 	1.80E-02	CD69,HLA-DQB1	 
dehydroisoandrosterone	 	chemical - endogenous mammalian	 	 	 	1.80E-02	NFKBIA,RACK1	 
MACROH2A1	 	other	 	 	 	1.84E-02	CCND2,LTB	 
MTPN	 	transcription regulator	 	 	 	1.84E-02	CCND2,LTB	 
HNF4A	 	transcription regulator	 	-0.156	 	1.86E-02	AHNAK,HLA-C,HSP90B1,HSPA5,HSPA8,NOP53,SEC11C,SPCS3,SSR3,TXNIP,XBP1	 
TAL1	 	transcription regulator	 	 	 	1.93E-02	CD69,HLA-C,HLA-E	 
SPIB	 	transcription regulator	 	 	 	1.93E-02	KLF6,XBP1	 
ALKBH5	 	enzyme	 	 	 	1.97E-02	EEF1D,HSPA8	 
mycophenolic acid	 	chemical drug	 	 	 	1.97E-02	CCND2,HSPA5	 
E2F4	 	transcription regulator	 	 	 	1.99E-02	HSP90B1,MKI67,TP53INP1	 
GCS-100	 	chemical drug	 	 	 	2.01E-02	CCND2	 
TFIIA	 	complex	 	 	 	2.01E-02	CCND2	 
IL-2R	 	complex	 	 	 	2.01E-02	CCND2	 
HDAC10	 	transcription regulator	 	 	 	2.01E-02	TXNIP	 
evofosfamide	 	chemical drug	 	 	 	2.01E-02	CCND2	 
CD8A	 	other	 	 	 	2.01E-02	IGHM	 
S100a7a	 	other	 	 	 	2.01E-02	MKI67	 
DKK2	 	other	 	 	 	2.01E-02	CD69	 
MTBP	 	other	 	 	 	2.01E-02	CCND2	 
SCNN1A	 	ion channel	 	 	 	2.01E-02	HSPA5	 
FYB1	 	other	 	 	 	2.01E-02	CD69	 
DGKZ	 	kinase	 	 	 	2.01E-02	CD69	 
PLP2	 	transporter	 	 	 	2.01E-02	HLA-C	 
CLTC	 	other	 	 	 	2.01E-02	CD74	 
BMP5	 	growth factor	 	 	 	2.01E-02	CCND2	 
TAPBP	 	transporter	 	 	 	2.01E-02	HLA-E	 
farnesyl transferase	 	complex	 	 	 	2.01E-02	KLF6	 
DIABLO	 	other	 	 	 	2.01E-02	MKI67	 
EDA	 	cytokine	 	 	 	2.01E-02	MKI67	 
Rfx5	 	other	 	 	 	2.01E-02	HLA-DRA	 
ULBP1	 	transmembrane receptor	 	 	 	2.01E-02	CD69	 
MM-401	 	chemical reagent	 	 	 	2.01E-02	KLF6	 
coumestrol	 	chemical toxicant	 	 	 	2.01E-02	HSP90B1	 
methoxychlor	 	chemical toxicant	 	 	 	2.01E-02	HSP90B1	 
myxothiazol	 	chemical toxicant	 	 	 	2.01E-02	TXNIP	 
magnesium sulfate	 	chemical drug	 	 	 	2.01E-02	NFKBIA	 
GSKJ4	 	chemical reagent	 	 	 	2.01E-02	CD69	 
epoxyeicosatrienoic acid analog B	 	chemical reagent	 	 	 	2.01E-02	HSPA5	 
epoxyeicosatrienoic acid analog A	 	chemical reagent	 	 	 	2.01E-02	HSPA5	 
dihematoporphyrin ether	 	chemical drug	 	 	 	2.01E-02	HSP90B1	 
uridine	 	chemical - endogenous mammalian	 	 	 	2.01E-02	EEF1A1	 
tosyllysine chloromethyl ketone	 	chemical - protease inhibitor	 	 	 	2.01E-02	NFKBIA	 
lacto-N-fucopentaose III	 	chemical - endogenous mammalian	 	 	 	2.01E-02	IGHG1	 
maslinic acid	 	chemical - endogenous non-mammalian	 	 	 	2.02E-02	CCND2,IGHM	 
3,4,5,3',4'-pentachlorobiphenyl	 	chemical toxicant	 	 	 	2.02E-02	CCND2,TMSB10/TMSB4X	 
SSB	 	enzyme	 	 	 	2.06E-02	CD74,HLA-DQB1	 
TFRC	 	transporter	 	 	 	2.06E-02	HSPA5,XBP1	 
MAPK3	 	kinase	 	 	 	2.06E-02	CD69,HLA-DQB1	 
NGF	 	growth factor	 	 	 	2.09E-02	EEF1A1,RACK1,XBP1	 
epigallocatechin-gallate	 	chemical drug	 	 	 	2.09E-02	MKI67,NFKBIA,PDIA4	 
EGFR	 	kinase	 	0.985	 	2.10E-02	HSP90B1,HSPA5,NFKBIA,TXNIP	 
Hsp90	 	group	 	 	 	2.10E-02	CCND2,CD69	 
Growth hormone	 	group	 	 	 	2.13E-02	CCND2,NFKBIA,TXNIP	 
NCOA3	 	transcription regulator	 	 	 	2.15E-02	NFKBIA,XBP1	 
FADD	 	other	 	 	 	2.15E-02	CCND2,KLF6	 
tert-butyl-hydroquinone	 	chemical reagent	 	 	 	2.15E-02	HSPA5,HSPA8	 
cholesterol	 	chemical - endogenous mammalian	 	 	 	2.21E-02	HSP90B1,HSPA5,XBP1	 
ADCYAP1	 	other	 	 	 	2.23E-02	MAN1A1,NFKBIA,TMSB10/TMSB4X	 
SAMSN1	 	other	 	 	 	2.24E-02	CCND2,XBP1	 
R5020	 	chemical reagent	 	 	 	2.24E-02	NFKBIA,TXNIP	 
R 59022	 	chemical - kinase inhibitor	 	 	 	2.26E-02	CD69	 
novobiocin	 	chemical drug	 	 	 	2.26E-02	MKI67	 
bazedoxifene	 	chemical drug	 	 	 	2.26E-02	MKI67	 
voltage-gated calcium channel	 	complex	 	 	 	2.26E-02	CCND2	 
NAALADL2	 	other	 	 	 	2.26E-02	HSPA5	 
(±)-2-hydroxyoleic acid	 	chemical drug	 	 	 	2.26E-02	XBP1	 
HUWE1	 	transcription regulator	 	 	 	2.26E-02	CCND2	 
CD80/CD86	 	group	 	 	 	2.26E-02	MKI67	 
Ferritin	 	complex	 	 	 	2.26E-02	NFKBIA	 
TRG	 	other	 	 	 	2.26E-02	HLA-DQB1	 
PSMB9	 	peptidase	 	 	 	2.26E-02	NFKBIA	 
HINFP	 	transcription regulator	 	 	 	2.26E-02	H4C3	 
PDGF (family)	 	group	 	 	 	2.26E-02	CALR	 
PI3	 	other	 	 	 	2.26E-02	NFKBIA	 
ATG16L1	 	enzyme	 	 	 	2.26E-02	NFKBIA	 
RFXAP	 	transcription regulator	 	 	 	2.26E-02	HLA-DRA	 
ING4	 	transcription regulator	 	 	 	2.26E-02	NFKBIA	 
NPAT	 	transcription regulator	 	 	 	2.26E-02	H4C3	 
SPN	 	transmembrane receptor	 	 	 	2.26E-02	CD69	 
ST6GAL1	 	enzyme	 	 	 	2.26E-02	CCND2	 
UACA	 	other	 	 	 	2.26E-02	HSPA5	 
YBX3	 	transcription regulator	 	 	 	2.26E-02	HLA-DQB1	 
DEK	 	transcription regulator	 	 	 	2.26E-02	NFKBIA	 
dantrolene	 	chemical drug	 	 	 	2.26E-02	HSPA5	 
raltitrexed	 	chemical drug	 	 	 	2.26E-02	TMSB10/TMSB4X	 
6-aminonicotinamide	 	chemical reagent	 	 	 	2.26E-02	HSPA5	 
ammonium trichloro(dioxoethylene-O,O'-)tellurate	 	chemical drug	 	 	 	2.26E-02	HLA-DQB1	 
prodigiosin	 	chemical toxicant	 	 	 	2.26E-02	HSPA5	 
ketorolac	 	chemical drug	 	 	 	2.26E-02	NFKBIA	 
NPM1-ALK	 	fusion gene/product	 	 	 	2.26E-02	CCND2	 
SR1078	 	chemical reagent	 	 	 	2.26E-02	HSPA5	 
miR-182 inhibitor	 	chemical reagent	 	 	 	2.26E-02	NFKBIA	 
arachidic acid	 	chemical - endogenous mammalian	 	 	 	2.26E-02	XBP1	 
FGF8	 	growth factor	 	 	 	2.29E-02	ELL2,MKI67	 
GW9662	 	chemical reagent	 	 	 	2.29E-02	HLA-DRA,HSPA5	 
CEBPB	 	transcription regulator	 	 	 	2.32E-02	CCND2,HSPA8,IGKC,XBP1	 
estrogen receptor	 	group	 	 	 	2.33E-02	CCND2,MAN1A1,XBP1	 
Hbb-b1	 	transporter	 	 	 	2.33E-02	CD74,LTB	 
desmopressin	 	biologic drug	 	 	 	2.33E-02	AHNAK,HSPA8	 
Ifnar	 	group	 	 	 	2.38E-02	CD74,HLA-E	 
CALCA	 	other	 	 	 	2.38E-02	AHNAK,MKI67	 
YBX1	 	transcription regulator	 	 	 	2.43E-02	HLA-DQB1,HLA-DRA	 
FGFR1	 	kinase	 	 	 	2.43E-02	CCND2,EEF1A1	 
prednisolone	 	chemical drug	 	 	 	2.43E-02	HSPA8,IGHG1,TXNIP	 
CD36	 	transmembrane receptor	 	 	 	2.47E-02	HSPA5,XBP1	 
EP300	 	transcription regulator	 	 	 	2.50E-02	MKI67,NFKBIA,TXNIP,XBP1	 
O6-benzylguanine	 	chemical drug	 	 	 	2.51E-02	MKI67	 
anacardic acid	 	chemical - endogenous non-mammalian	 	 	 	2.51E-02	HSPA5	 
palbociclib	 	chemical drug	 	 	 	2.51E-02	MKI67	 
Shc	 	group	 	 	 	2.51E-02	CCND2	 
TRAF3IP3	 	other	 	 	 	2.51E-02	MKI67	 
BMS-754807	 	chemical drug	 	 	 	2.51E-02	MKI67	 
CNGA3	 	ion channel	 	 	 	2.51E-02	HSPA5	 
KRT19	 	other	 	 	 	2.51E-02	HSPA5	 
Pvr	 	other	 	 	 	2.51E-02	CCND2	 
RYBP	 	transcription regulator	 	 	 	2.51E-02	CCND2	 
NCR1	 	transmembrane receptor	 	 	 	2.51E-02	CD69	 
Igkv1-117	 	other	 	 	 	2.51E-02	CCND2	 
COPS8	 	other	 	 	 	2.51E-02	CCND2	 
ATF5	 	transcription regulator	 	 	 	2.51E-02	TXNIP	 
2-hydroxy-1-naphthylaldehyde isonicotinoyl hydrazone	 	chemical reagent	 	 	 	2.51E-02	CCND2	 
tiron	 	chemical reagent	 	 	 	2.51E-02	HSPA5	 
perilla alcohol	 	chemical drug	 	 	 	2.51E-02	NFKBIA	 
CDK19	 	kinase	 	 	 	2.52E-02	CCND2,TXNIP	 
tacrolimus	 	chemical drug	 	 	 	2.56E-02	CD74,ELL2,NFKBIA	 
bee venom	 	chemical - endogenous non-mammalian	 	 	 	2.57E-02	MKI67,NFKBIA	 
miR-146a-5p (and other miRNAs w/seed GAGAACU)	 	mature microRNA	 	 	 	2.57E-02	LTB,NFKBIA	 
IKZF1	 	transcription regulator	 	 	 	2.61E-02	CCND2,CD79B,TXNIP	 
methylselenic acid	 	chemical reagent	 	 	 	2.61E-02	HSP90B1,MKI67,PDIA4	 
MKNK1	 	kinase	 	 	 	2.72E-02	EEF1D,TXNIP	 
cyclosporin A	 	biologic drug	 	-0.762	 	2.72E-02	ELL2,HSPA5,NFKBIA,TMSB10/TMSB4X	 
SMAD3	 	transcription regulator	 	 	 	2.75E-02	CCND2,HSP90B1,HSPA5	 
azathioprine	 	chemical drug	 	 	 	2.76E-02	CALR	 
4-hydroxyestradiol-17beta	 	chemical - endogenous mammalian	 	 	 	2.76E-02	HSPA5	 
1-hydroxy-2-methyl-2-butenyl 4-diphosphate	 	chemical - endogenous non-mammalian	 	 	 	2.76E-02	CD69	 
G2535	 	chemical reagent	 	 	 	2.76E-02	NFKBIA	 
vismodegib	 	chemical drug	 	 	 	2.76E-02	MKI67	 
MXD1	 	transcription regulator	 	 	 	2.76E-02	CCND2	 
Igha	 	other	 	 	 	2.76E-02	IGHM	 
RUVBL2	 	transcription regulator	 	 	 	2.76E-02	CCND2	 
AIMP2	 	other	 	 	 	2.76E-02	MKI67	 
TNFSF8	 	cytokine	 	 	 	2.76E-02	IGHG3	 
RFX2	 	transcription regulator	 	 	 	2.76E-02	HLA-DRA	 
GPR37	 	G-protein coupled receptor	 	 	 	2.76E-02	HSPA5	 
NCOA6	 	transcription regulator	 	 	 	2.76E-02	HSPA5	 
RASGRP1	 	other	 	 	 	2.76E-02	CD69	 
I-BET-151	 	chemical reagent	 	 	 	2.76E-02	HSPA5	 
oligomycin	 	chemical - endogenous non-mammalian	 	 	 	2.76E-02	CCND2	 
orlistat	 	chemical drug	 	 	 	2.76E-02	HSPA5	 
enterolactone	 	chemical - endogenous mammalian	 	 	 	2.76E-02	MKI67	 
terbutaline	 	chemical drug	 	 	 	2.76E-02	IGHG1	 
mimosine	 	chemical drug	 	 	 	2.76E-02	HLA-DQB1	 
PSEN2	 	peptidase	 	 	 	2.77E-02	CD74,HLA-E	 
Nfat (family)	 	group	 	 	 	2.82E-02	ELL2,KLF6	 
Interferon alpha	 	group	 	0.777	 	2.84E-02	CCND2,CD69,HLA-C,NFKBIA	 
E. coli B5 lipopolysaccharide	 	chemical - endogenous non-mammalian	 	 	 	2.86E-02	CD69,EEF1A1,NFKBIA	 
INHA	 	growth factor	 	 	 	2.92E-02	CCND2,TP53INP1	 
arachidonic acid	 	chemical - endogenous mammalian	 	 	 	2.92E-02	KLF6,NFKBIA	 
dovitinib	 	chemical drug	 	 	 	3.00E-02	LTB	 
WWC1	 	transcription regulator	 	 	 	3.00E-02	MKI67	 
MFN2	 	enzyme	 	 	 	3.00E-02	XBP1	 
CST3	 	other	 	 	 	3.00E-02	NFKBIA	 
mir-379	 	microRNA	 	 	 	3.00E-02	TXNIP	 
DDB2	 	other	 	 	 	3.00E-02	NFKBIA	 
PIK3R2	 	kinase	 	 	 	3.00E-02	MKI67	 
ZBTB32	 	transcription regulator	 	 	 	3.00E-02	HLA-DQB1	 
DOK1	 	kinase	 	 	 	3.00E-02	CD69	 
MAPKAPK3	 	kinase	 	 	 	3.00E-02	HSPA5	 
edaravone	 	chemical drug	 	 	 	3.00E-02	HSPA5	 
SR 144528	 	chemical reagent	 	 	 	3.00E-02	NFKBIA	 
NAD+	 	chemical - endogenous mammalian	 	 	 	3.00E-02	TXNIP	 
Mt	 	group	 	 	 	3.00E-02	HSPA5	 
fatty acid	 	chemical - endogenous mammalian	 	 	 	3.08E-02	HSPA5,NFKBIA	 
CDKN1A	 	kinase	 	 	 	3.09E-02	HSPA5,MKI67,NFKBIA	 
FOXO4	 	transcription regulator	 	 	 	3.18E-02	CCND2,TXNIP	 
peptidoglycan	 	chemical - endogenous non-mammalian	 	 	 	3.23E-02	CD69,TMSB10/TMSB4X	 
PRKAA2	 	kinase	 	 	 	3.23E-02	HSPA5,NFKBIA	 
SYK/ZAP	 	group	 	 	 	3.25E-02	CD69	 
POLR3G	 	enzyme	 	 	 	3.25E-02	KLF6	 
CREB3L2	 	transcription regulator	 	 	 	3.25E-02	HSPA5	 
CMKLR1	 	G-protein coupled receptor	 	 	 	3.25E-02	CCND2	 
SAMHD1	 	enzyme	 	 	 	3.25E-02	NFKBIA	 
iron dextran	 	chemical drug	 	 	 	3.25E-02	NFKBIA	 
TRPV1	 	ion channel	 	 	 	3.25E-02	HLA-DQB1	 
UBA1	 	enzyme	 	 	 	3.25E-02	HSPA5	 
CSF2RA	 	transmembrane receptor	 	 	 	3.25E-02	CCND2	 
JARID2	 	transcription regulator	 	 	 	3.25E-02	CCND2	 
WIPF1	 	other	 	 	 	3.25E-02	CD69	 
TRRAP	 	transcription regulator	 	 	 	3.25E-02	CCND2	 
PEMT	 	enzyme	 	 	 	3.25E-02	HSPA5	 
HSPA1A/HSPA1B	 	enzyme	 	 	 	3.25E-02	XBP1	 
KT5720	 	chemical - kinase inhibitor	 	 	 	3.25E-02	NFKBIA	 
TP63	 	transcription regulator	 	0.000	 	3.25E-02	CCND2,HSPA8,KLF6,MKI67	 
AGT	 	growth factor	 	 	 	3.27E-02	CALR,CCND2,NFKBIA,TXNIP	 
PI3K (family)	 	group	 	 	 	3.29E-02	HSPA5,TXNIP	 
SYK	 	kinase	 	 	 	3.29E-02	CD69,TP53INP1	 
CST5	 	other	 	 	 	3.33E-02	AHNAK,EEF1D,NOP53	 
NR4A1	 	ligand-dependent nuclear receptor	 	 	 	3.33E-02	CCND2,CD69,NFKBIA	 
GNA15	 	enzyme	 	 	 	3.34E-02	CD69,HLA-E	 
TGFB3	 	growth factor	 	 	 	3.40E-02	EEF1D,MS4A1	 
xanthine	 	chemical - endogenous mammalian	 	 	 	3.49E-02	CD69	 
carfilzomib	 	biologic drug	 	 	 	3.49E-02	HSP90B1	 
STOX1	 	other	 	 	 	3.49E-02	ACTG1	 
PSMB10	 	peptidase	 	 	 	3.49E-02	NFKBIA	 
TAC4	 	other	 	 	 	3.49E-02	XBP1	 
CBX2	 	transcription regulator	 	 	 	3.49E-02	CCND2	 
VCP	 	enzyme	 	 	 	3.49E-02	HSPA5	 
ILF3	 	transcription regulator	 	 	 	3.49E-02	HLA-DRA	 
picryl chloride	 	chemical toxicant	 	 	 	3.49E-02	IGHG1	 
selenite	 	chemical toxicant	 	 	 	3.49E-02	HLA-E	 
muromonab-CD3	 	biologic drug	 	 	 	3.49E-02	CD69	 
SU5402	 	chemical - kinase inhibitor	 	 	 	3.49E-02	LTB	 
gamma-tocotrienol	 	chemical drug	 	 	 	3.49E-02	NFKBIA	 
pyrimidin-2-one beta-ribofuranoside	 	chemical reagent	 	 	 	3.49E-02	HSPA5	 
E64d	 	chemical - protease inhibitor	 	 	 	3.49E-02	CD74	 
BTK	 	kinase	 	 	 	3.51E-02	CCND2,CD69	 
losartan potassium	 	chemical drug	 	 	 	3.51E-02	HSPA5,XBP1	 
resiquimod	 	chemical drug	 	 	 	3.57E-02	HSPA5,NFKBIA,XBP1	 
CBX5	 	transcription regulator	 	 	 	3.62E-02	LTB,TXNIP	 
oleic acid	 	chemical - endogenous mammalian	 	 	 	3.62E-02	HSPA5,NFKBIA	 
mir-155	 	microRNA	 	 	 	3.67E-02	CD69,TP53INP1	 
JQ1	 	chemical reagent	 	 	 	3.73E-02	HSPA5,MKI67	 
STAT5A	 	transcription regulator	 	 	 	3.73E-02	CCND2,LTB,TXNIP	 
cetuximab	 	biologic drug	 	 	 	3.74E-02	XBP1	 
PPARα-RXRα	 	complex	 	 	 	3.74E-02	NFKBIA	 
THRAP3	 	transcription regulator	 	 	 	3.74E-02	TXNIP	 
TIFA	 	other	 	 	 	3.74E-02	NFKBIA	 
CLCN5	 	ion channel	 	 	 	3.74E-02	MKI67	 
NSD1	 	transcription regulator	 	 	 	3.74E-02	KLF6	 
FOXG1	 	transcription regulator	 	 	 	3.74E-02	CCND2	 
48s	 	complex	 	 	 	3.74E-02	HSPA5	 
CHRNA1	 	transmembrane receptor	 	 	 	3.74E-02	CD69	 
miR-128-3p (and other miRNAs w/seed CACAGUG)	 	mature microRNA	 	 	 	3.74E-02	TXNIP	 
miR-129-5p (and other miRNAs w/seed UUUUUGC)	 	mature microRNA	 	 	 	3.74E-02	TP53INP1	 
ALK	 	kinase	 	 	 	3.74E-02	CCND2	 
HOXB4	 	transcription regulator	 	 	 	3.74E-02	CCND2	 
NRP1	 	transmembrane receptor	 	 	 	3.74E-02	HLA-DQB1	 
formoterol	 	chemical drug	 	 	 	3.74E-02	CALR	 
galactose	 	chemical - endogenous mammalian	 	 	 	3.74E-02	XBP1	 
U18666A	 	chemical reagent	 	 	 	3.74E-02	XBP1	 
24-hydroxycholesterol	 	chemical - endogenous mammalian	 	 	 	3.74E-02	HSPA5	 
Akt	 	group	 	 	 	3.76E-02	CCND2,NFKBIA,XBP1	 
ARNT	 	transcription regulator	 	 	 	3.84E-02	CCND2,IGHM	 
GATA1	 	transcription regulator	 	 	 	3.86E-02	CALR,CCND2,MS4A1	 
NUPR1	 	transcription regulator	 	1.000	 	3.91E-02	ELL2,KLF6,MKI67,XBP1	 
3M-002	 	chemical reagent	 	 	 	3.96E-02	CD69,TXNIP	 
AKT1	 	kinase	 	 	 	3.96E-02	CCND2,CD69,CD74	 
epothilone B	 	chemical drug	 	 	 	3.98E-02	MKI67	 
CSF2RB	 	transmembrane receptor	 	 	 	3.98E-02	CCND2	 
picropodophyllin	 	chemical drug	 	 	 	3.98E-02	CCND2	 
GC-GCR dimer	 	complex	 	 	 	3.98E-02	NFKBIA	 
DPH5	 	enzyme	 	 	 	3.98E-02	NFKBIA	 
GAS2L3	 	other	 	 	 	3.98E-02	CCND2	 
BMP10	 	growth factor	 	 	 	3.98E-02	NFKBIA	 
UBD	 	other	 	 	 	3.98E-02	EEF1A1	 
H1-2	 	other	 	 	 	3.98E-02	LTB	 
BLNK	 	other	 	 	 	3.98E-02	CCND2	 
CR2	 	transmembrane receptor	 	 	 	3.98E-02	IGHG1	 
OSBPL8	 	transporter	 	 	 	3.98E-02	HSPA5	 
GFAP	 	other	 	 	 	3.98E-02	HSPA5	 
Cux1	 	transcription regulator	 	 	 	3.98E-02	H4C3	 
concanamycin A	 	chemical drug	 	 	 	3.98E-02	NFKBIA	 
tauroursodeoxycholic acid	 	chemical - endogenous mammalian	 	 	 	3.98E-02	HSPA5	 
C5	 	cytokine	 	 	 	4.02E-02	HSPA5,NFKBIA	 
corticosterone	 	chemical - endogenous mammalian	 	 	 	4.07E-02	HSPA5,XBP1	 
STAT5a/b	 	group	 	 	 	4.07E-02	CCND2,CD69	 
FGF1	 	growth factor	 	 	 	4.07E-02	LTB,MKI67	 
celecoxib	 	chemical drug	 	 	 	4.07E-02	HSPA5,MKI67	 
IRF2	 	transcription regulator	 	 	 	4.19E-02	H4C3,RRBP1	 
MECP2	 	transcription regulator	 	 	 	4.19E-02	HSPA5,IGHM	 
doxifluridine	 	chemical drug	 	 	 	4.23E-02	TP53INP1	 
Sod	 	group	 	 	 	4.23E-02	HLA-DRA	 
DDX25	 	enzyme	 	 	 	4.23E-02	NFKBIA	 
PSMB8	 	peptidase	 	 	 	4.23E-02	NFKBIA	 
mir-451	 	microRNA	 	 	 	4.23E-02	CD69	 
LAT	 	other	 	 	 	4.23E-02	CD69	 
MXI1	 	transcription regulator	 	 	 	4.23E-02	MKI67	 
PPP2R5C	 	other	 	 	 	4.23E-02	CD69	 
TOR1A	 	enzyme	 	 	 	4.23E-02	HSPA5	 
