© 2000-2020 QIAGEN. All rights reserved.

Upstream Regulator	Expr Log Ratio	Molecule Type	Predicted Activation State	Activation z-score	p-value of overlap	Target Molecules in Dataset	Mechanistic Network
IL27RA	 	transmembrane receptor	 	 	3.54E-03	CCR5,CD69,PRDM1	68 (14)
azathioprine	 	chemical drug	 	 	3.58E-03	G3BP2,ITGA4	 
SNHG20	 	other	 	 	3.58E-03	MYC,VIM	 
CSNK2B	 	kinase	 	 	3.58E-03	CFLAR,MYC	44 (10)
WWP2	 	enzyme	 	 	3.58E-03	CCL5,VIM	 
ferric ammonium citrate	 	chemical drug	 	 	3.58E-03	FTL,MYC	 
PI3K (complex)	 	complex	 	0.728	3.58E-03	ADAM12,BIRC3,CFLAR,IL7R,JUN,MYC,PRDM1,XBP1	73 (19)
MIF	 	cytokine	 	0.271	3.64E-03	CCR5,IL17RA,IL7R,ITGA4,JUN	73 (19)
metformin	 	chemical drug	 	-0.072	3.64E-03	ABCB1,DICER1,ERN1,MYC,PKM,XBP1	79 (16)
EP300	 	transcription regulator	 	 	3.68E-03	ADAM12,BCLAF1,CD53,CFLAR,IL17RA,IL18R1,IL7R,JUN,MYC,XBP1	75 (18)
APR-246	 	chemical drug	 	 	3.82E-03	AKAP9,EIF5,XBP1	 
dinoprost	 	chemical - endogenous mammalian	 	0.152	3.86E-03	ATP1A1,JUN,MYC,PDIA4	78 (21)
RUNX2	 	transcription regulator	 	1.131	3.90E-03	ABCB1,CCR2,CCR5,GNAS,ITGAL	76 (13)
reactive oxygen species	 	chemical toxicant	 	 	4.03E-03	CCL5,DUSP2,JUN,MYC,XBP1	55 (16)
estrogen receptor	 	group	 	0.208	4.06E-03	DICER1,JUN,MAN1A1,MYC,NRIP1,VIM,XBP1	93 (18)
TNFSF13	 	cytokine	 	 	4.11E-03	MYC,PRDM1,XBP1	68 (20)
ERK1/2	 	group	 	0.000	4.20E-03	BIRC3,CCL5,CFLAR,ENO1,JUN,MYC,PKM,TAP1	76 (18)
CBFB	 	transcription regulator	 	0.577	4.23E-03	CCR5,IL2RB,ITGAL,RUNX3	 
MAP3K7	 	kinase	 	0.105	4.23E-03	BIRC3,CCL5,JUN,SPTBN1	73 (18)
fenretinide	 	chemical drug	 	-0.762	4.23E-03	CFLAR,FYN,JUN,MYC	46 (12)
embelin	 	chemical - endogenous non-mammalian	 	 	4.27E-03	CFLAR,MYC	69 (12)
highly active antiretroviral therapy	 	chemical drug	 	 	4.27E-03	CCR5,IL7R	 
MFN2	 	enzyme	 	 	4.27E-03	P4HB,XBP1	 
PELI1	 	enzyme	 	 	4.27E-03	CCL5,CFLAR	48 (13)
CCAT1	 	other	 	 	4.27E-03	MYC,VIM	 
RB1CC1	 	other	 	 	4.27E-03	CCL5,MYC	39 (7)
PAX4	 	transcription regulator	 	 	4.27E-03	MYC,VIM	 
putrescine	 	chemical - endogenous mammalian	 	 	4.27E-03	JUN,OAZ1	 
buthionine sulfoximine	 	chemical drug	 	 	4.27E-03	CCR2,CCR5	 
4-hydroxytamoxifen	 	chemical drug	 	-1.046	4.29E-03	ABCB1,BHLHE40,CAPNS1,IL7R,JUN,MYC	94 (22)
MECP2	 	transcription regulator	 	 	4.31E-03	ABCB1,ADAM12,DPP4,MYC,VIM	77 (13)
let-7a-5p (and other miRNAs w/seed GAGGUAG)	 	mature microRNA	 	-1.704	4.40E-03	DICER1,EIF4G2,ITGA4,MYC,PRDM1,VIM	 
FCER1G	 	transmembrane receptor	 	 	4.42E-03	CCL5,CD247,CD69	64 (13)
Tcf7	 	transcription regulator	 	 	4.42E-03	FYN,IL7R,PRDM1	 
RETNLB	 	other	 	1.000	4.43E-03	CCL5,CCR2,CCR5,MYC	60 (13)
mir-17	 	microRNA	 	 	4.43E-03	ATM,BIRC3,DUSP2,MYLIP	 
lenalidomide	 	chemical drug	 	-0.647	4.54E-03	ENO1,ERN1,MYC,PTPRC,SEL1L,VIM,XBP1	71 (7)
IL33	 	cytokine	 	-1.461	4.54E-03	BIRC3,CCL5,CCR2,CD69,DUSP2,RASGRP1,S100A8	78 (20)
15-deoxy-delta-12,14 -PGJ 2	 	chemical - endogenous mammalian	 	-0.550	4.64E-03	BIRC3,CCL5,CFLAR,DNAJB1,JUN,MYC	59 (18)
tacrolimus	 	chemical drug	 	0.277	4.95E-03	CCL5,CD74,IL2RB,JUN,LBH,MYC,NCR3	82 (20)
PDX1	 	transcription regulator	 	-0.152	5.01E-03	GNAS,JUN,MAN1A1,MYC,PDIA4,PDIA6	 
CSF2RA	 	transmembrane receptor	 	 	5.02E-03	JUN,MYC	65 (18)
WIPF1	-0.280	other	 	 	5.02E-03	CD69,WAS	 
AK1	 	kinase	 	 	5.02E-03	ENO1,PKM	 
CDC37	 	other	 	 	5.02E-03	MYC,RAF1	 
gambogic acid	 	chemical - endogenous non-mammalian	 	 	5.02E-03	BIRC3,MYC	50 (15)
FOXO1	 	transcription regulator	 	1.251	5.02E-03	BACH2,BIRC3,CFLAR,FYN,IL17RA,IL7R,JUN,MYC,PRDM1,PTPRC	60 (16)
MEF2C	 	transcription regulator	 	 	5.07E-03	BACH2,CCR2,CCR5,JUN,VIM	21 (3)
PCGEM1	 	other	 	 	5.07E-03	ENO1,GLS,PKM	70 (7)
S100A4	 	other	 	 	5.07E-03	CCL5,S100A8,VIM	25 (3)
FOXP1	-0.374	transcription regulator	 	 	5.07E-03	JUN,PRDM1,XBP1	 
SAHM1	 	chemical reagent	 	 	5.07E-03	BHLHE40,CD300A,MYC	 
RAS	 	group	 	0.818	5.23E-03	JUN,MYC,NPM1,PRDM1,VIM	83 (18)
CDH1	 	other	 	 	5.26E-03	JUN,MYC,PIK3R1,VIM	87 (19)
thioacetamide	 	chemical toxicant	 	 	5.28E-03	ATM,BHLHE40,BIRC3,JUN,MYC,PKM,TMSB10/TMSB4X	71 (13)
verapamil	 	chemical drug	 	 	5.42E-03	ABCB1,ENO1,JUN	50 (13)
mir-30	 	microRNA	 	 	5.42E-03	ADAM12,PRDM1,VIM	 
ouabain	 	chemical drug	 	 	5.42E-03	ABCB1,ATP1A1,VIM	 
LYN	 	kinase	 	 	5.72E-03	CCL5,CFLAR,FYN,MYC	67 (22)
ALB	 	transporter	 	 	5.78E-03	CCL5,ERN1,XBP1	38 (7)
NR3C1	 	ligand-dependent nuclear receptor	 	1.706	5.79E-03	ABHD2,BHLHE40,BIRC3,BRD2,CCL5,CD69,ERN1,IL7R,JUN,LGALS8,MYC,PIK3R1,RAF1	95 (20)
xanthine	 	chemical - endogenous mammalian	 	 	5.82E-03	CCR5,CD69	 
Ginkgo biloba	 	chemical drug	 	 	5.82E-03	CCL5,JUN	61 (7)
MEG3	 	other	 	 	5.82E-03	JUN,VIM	 
PTBP1	 	enzyme	 	 	5.82E-03	MYC,PKM	 
TAC4	 	other	 	 	5.82E-03	PRDM1,XBP1	 
SPHK2	 	kinase	 	 	5.82E-03	CCL5,FYN	 
TRAF4	 	other	 	 	5.82E-03	CCL5,MYC	36 (7)
GTF2I	 	transcription regulator	 	 	5.82E-03	MYC,PDIA4	 
dimethyl fumarate	 	chemical drug	 	 	5.82E-03	JUN,VIM	53 (12)
spermine	 	chemical - endogenous mammalian	 	 	5.82E-03	ITGAL,OAZ1	 
noscapine	 	chemical drug	 	 	5.82E-03	BIRC3,CFLAR	34 (7)
growth factor	 	group	 	 	5.82E-03	IL7R,MYC	64 (13)
mifepristone	 	chemical drug	 	0.327	5.87E-03	ABCB1,CAST,CCR2,CD74,ITGA4,JUN,MYC,XBP1	91 (21)
VHL	 	transcription regulator	 	 	5.92E-03	BHLHE40,EIF5,FTL,VIM,ZFP36L1	 
TFRC	 	transporter	 	0.277	5.96E-03	CD300A,FTL,JUN,XBP1	 
HDAC6	 	transcription regulator	 	 	6.16E-03	JUN,MYC,VIM	84 (20)
IL6	 	cytokine	 	0.713	6.20E-03	CCL5,CCR2,CCR5,CD53,CD74,CFLAR,ERN1,IL7R,JUN,MYC,PTPRC,TAP1,VIM,XBP1	85 (19)
vancomycin	 	biologic drug	 	1.091	6.20E-03	BIRC3,MYC,TMSB10/TMSB4X,VIM	 
APOE	 	transporter	 	 	6.31E-03	CAPNS1,CCL5,CCR5,JUN,MYLIP,P4HB,S100A8,XBP1	66 (17)
imatinib	 	chemical drug	 	-0.808	6.31E-03	CFLAR,MYC,NPM1,P4HB,PDIA4,PDIA6,RAF1,SLC25A6	78 (12)
Histone h3	 	group	 	 	6.35E-03	ABCB1,CCL5,CD69,CFLAR,DUSP2,JUN,PRDM1,S100A8,SYNE2,XBP1	61 (12)
MAX	 	transcription regulator	 	 	6.45E-03	DUSP2,MYC,NPM1,YBX1	 
mibolerone	 	chemical drug	 	1.000	6.47E-03	CD74,GOT2,JUN,MYC,P4HB	 
PRKAA	 	group	 	 	6.55E-03	DUSP2,VIM,YBX1	 
EGR3	 	transcription regulator	 	 	6.55E-03	BHLHE40,JUN,MYC	41 (7)
SYVN1	 	transporter	 	0.447	6.66E-03	ATP1A1,BHLHE40,ERN1,HLA-C,IL7R	 
lonafarnib	 	chemical drug	 	 	6.68E-03	BIRC3,CFLAR	42 (12)
salubrinal	 	chemical reagent	 	 	6.68E-03	CCL5,XBP1	 
Betacatenin/TCF	 	complex	 	 	6.68E-03	JUN,MYC	 
PNN	-0.333	other	 	 	6.68E-03	JUN,MYC	 
ALK	 	kinase	 	 	6.68E-03	WAS,WIPF1	65 (8)
isopentenyl diphosphate	 	chemical - endogenous mammalian	 	 	6.68E-03	CCR2,CCR5	 
U18666A	 	chemical reagent	 	 	6.68E-03	S100A8,XBP1	 
IRF3	 	transcription regulator	 	-1.673	6.72E-03	BIRC3,CCL5,CD69,NLRC5,TAP1,VIM	68 (16)
HTT	 	transcription regulator	 	 	6.79E-03	ATP1A1,BHLHE40,CAST,CCL5,CD74,DNAJB1,EEF1A1,JUN,MAN1A1,SEPHS1,SPTAN1,XBP1,YBX1	33 (4)
genistein	 	chemical drug	 	0.493	6.84E-03	CCL5,CCR2,CD74,CFLAR,JUN,MYC,NCOR1,PIK3R1,RASGRP1	86 (21)
MTA1	 	transcription regulator	 	 	6.95E-03	GPRIN3,MYC,PIK3R1	 
C11orf95-RELA	 	fusion gene/product	 	 	6.95E-03	BIRC3,DUSP2,TAP1	 
CCL2	 	cytokine	 	-0.594	6.97E-03	CCL5,CCR2,CFLAR,ITGAL	69 (18)
TRAF3	 	enzyme	 	-1.091	6.97E-03	BIRC3,CCL5,IL2RB,XBP1	69 (16)
6-hydroxydopamine	 	chemical toxicant	 	 	6.97E-03	CCL5,JUN,P4HB,S100B	69 (17)
phosphate	 	chemical - endogenous mammalian	 	-1.000	6.97E-03	ANKH,ATM,NPM1,SDF2L1	 
valproic acid	 	chemical drug	 	1.918	7.01E-03	ATM,DICER1,ERN1,HNRNPA1,JUN,PDIA6,PSMC5,RUNX3,SEL1L,XBP1	31 (4)
sulforafan	 	chemical drug	 	-0.440	7.06E-03	ABCB1,FTL,NEAT1,PTPRC,VIM	 
sphingosine-1-phosphate	 	chemical - endogenous mammalian	 	-0.141	7.24E-03	CCL5,ERN1,JUN,VIM	77 (19)
ITGB2	 	transmembrane receptor	 	 	7.37E-03	CD69,ITGA4,ITGAL	47 (11)
TP73	 	transcription regulator	 	0.000	7.38E-03	ABCB1,ATM,BHLHE40,LBH,MYC,PNRC1,SYNE2,TAP1,YBX1	24 (3)
mir-122	 	microRNA	 	-0.061	7.52E-03	PKM,SCAF11,SEMA4D,VIM	 
CSF2RB	 	transmembrane receptor	 	 	7.60E-03	JUN,MYC	66 (21)
PURA	 	transcription regulator	 	 	7.60E-03	ITGAL,MYC	 
RAPGEF1	 	other	 	 	7.60E-03	SNRNP200,SNRNP70	 
mir-205	 	microRNA	 	 	7.60E-03	IL32,VIM	 
SFRP4	 	transmembrane receptor	 	 	7.60E-03	MYC,VIM	28 (6)
PIM2	 	kinase	 	 	7.60E-03	MYC,PKM	 
IL2RB	-0.258	transmembrane receptor	 	 	7.60E-03	JUN,MYC	49 (14)
phenytoin	 	chemical drug	 	 	7.60E-03	CCL5,RAF1	 
2-bromoethylamine	 	chemical reagent	 	 	7.80E-03	MYC,TMSB10/TMSB4X,VIM	 
JAG1	 	growth factor	 	 	7.80E-03	DUSP2,MYC,VIM	 
miR-125b-5p (and other miRNAs w/seed CCCUGAG)	 	mature microRNA	 	-0.784	7.81E-03	CCR5,DICER1,JUN,MAN1A1	 
trinitrobenzenesulfonic acid	 	chemical reagent	 	0.762	7.81E-03	ADAM12,CCL5,CCR5,S100A8	 
NFATC2	 	transcription regulator	 	 	7.89E-03	ATM,CCL5,CCR5,CFLAR,JUN,MYC	66 (17)
CDX2	 	transcription regulator	 	 	7.90E-03	ABCB1,JUN,LGALS8,MYC,PRDM1	72 (12)
triamcinolone acetonide	 	chemical drug	 	-0.084	8.07E-03	BHLHE40,JUN,MYC,NEK7,STK10,ZFAND5	40 (7)
atorvastatin	 	chemical drug	 	1.029	8.07E-03	ABCB1,CD69,ITGAL,JUN,S100B,ZNF652	53 (14)
FGFR1	 	kinase	 	0.000	8.10E-03	EEF1A1,JUN,MYC,VIM	90 (21)
OGT	 	enzyme	 	 	8.10E-03	JUN,LBH,MYC,VIM	84 (18)
NLRX1	 	other	 	 	8.25E-03	BIRC3,PIK3R1,RAF1	 
acyclovir	 	chemical drug	 	 	8.29E-03	DUSP2	 
flavokawain C	 	chemical - endogenous non-mammalian	 	 	8.29E-03	CFLAR	 
glutathione peroxidase	 	group	 	 	8.29E-03	CFLAR	 
davunetide	 	biologic drug	 	 	8.29E-03	CD69	 
Ahr-aryl hydrocarbon-RelA	 	complex	 	 	8.29E-03	MYC	 
G-Actin	 	group	 	 	8.29E-03	JUN	 
toyocamycin	 	chemical - endogenous non-mammalian	 	 	8.29E-03	XBP1	 
SRP54	 	other	 	 	8.29E-03	XBP1	 
CCNQ	 	other	 	 	8.29E-03	RAF1	 
HNRNPLL	 	other	 	 	8.29E-03	PTPRC	 
CCDC22	 	other	 	 	8.29E-03	BIRC3	 
RIF1	 	other	 	 	8.29E-03	PRDM1	 
DNAJC15	 	other	 	 	8.29E-03	ABCB1	 
DHODH	 	enzyme	 	 	8.29E-03	CFLAR	 
FANK1	 	transcription regulator	 	 	8.29E-03	JUN	 
TCF4-CTNNβ	 	complex	 	 	8.29E-03	MYC	 
mapatumumab	 	biologic drug	 	 	8.29E-03	CFLAR	 
RAB7	 	group	 	 	8.29E-03	MYC	 
GLIPR1	 	other	 	 	8.29E-03	MYC	 
NSMCE3	 	other	 	 	8.29E-03	MYC	 
CAVIN1	 	transcription regulator	 	 	8.29E-03	MYC	 
5-fluorouracil/irinotecan/leucovorin	 	chemical drug	 	 	8.29E-03	XBP1	 
RBMS1	 	other	 	 	8.29E-03	MYC	 
PJA1	 	enzyme	 	 	8.29E-03	SPTBN1	 
CDC45	 	other	 	 	8.29E-03	MYC	 
CCR8	 	G-protein coupled receptor	 	 	8.29E-03	CD69	 
PRPF4	 	other	 	 	8.29E-03	CCL5	 
mir-363	 	microRNA	 	 	8.29E-03	MYC	 
miR-125a-3p (miRNAs w/seed CAGGUGA)	 	mature microRNA	 	 	8.29E-03	FYN	 
mir-216	 	microRNA	 	 	8.29E-03	YBX1	 
BORCS8-MEF2B	 	transcription regulator	 	 	8.29E-03	JUN	 
CNOT9	 	other	 	 	8.29E-03	MYC	 
CAMK2	 	group	 	 	8.29E-03	BIRC3	 
PPM1L	 	phosphatase	 	 	8.29E-03	XBP1	 
HUNK	 	kinase	 	 	8.29E-03	MYC	 
RNF7	 	enzyme	 	 	8.29E-03	JUN	 
TONSL	 	transcription regulator	 	 	8.29E-03	CCL5	 
aloperine	 	chemical reagent	 	 	8.29E-03	CFLAR	 
KIF11	 	other	 	 	8.29E-03	CFLAR	 
ANK2	 	other	 	 	8.29E-03	SPTBN1	 
Sin3b	 	transcription regulator	 	 	8.29E-03	MYC	 
PTPRH	 	phosphatase	 	 	8.29E-03	CD69	 
PRDM2	 	transcription regulator	 	 	8.29E-03	MYC	 
CSN2	 	kinase	 	 	8.29E-03	BTF3	 
PPP2R3A	 	phosphatase	 	 	8.29E-03	MYC	 
ZBTB14	 	transcription regulator	 	 	8.29E-03	MYC	 
RPS20	 	other	 	 	8.29E-03	MYC	 
EVL	 	other	 	 	8.29E-03	ITGA4	 
PTPRCAP	 	other	 	 	8.29E-03	PTPRC	 
NMS-873	 	chemical reagent	 	 	8.29E-03	MYC	 
RPL21	 	other	 	 	8.29E-03	MYC	 
kurarinone	 	chemical reagent	 	 	8.29E-03	CFLAR	 
diclofenac/hyaluronic acid	 	chemical drug	 	 	8.29E-03	CFLAR	 
PRN694	 	chemical - kinase inhibitor	 	 	8.29E-03	CD69	 
MKC-3946	 	chemical reagent	 	 	8.29E-03	XBP1	 
astragalus saponin	 	chemical reagent	 	 	8.29E-03	XBP1	 
droxinostat	 	chemical reagent	 	 	8.29E-03	CFLAR	 
amurensin G	 	chemical reagent	 	 	8.29E-03	CFLAR	 
typhoid vaccine Ty21a	 	biologic drug	 	 	8.29E-03	PTPRC	 
8-carboxamidocyclazocine	 	chemical reagent	 	 	8.29E-03	CCR5	 
mitoguazone	 	chemical drug	 	 	8.29E-03	ITGAL	 
SU6657	 	chemical - kinase inhibitor	 	 	8.29E-03	MYC	 
aminooxypentane-rantes	 	chemical reagent	 	 	8.29E-03	CCR5	 
GS-626510	 	chemical reagent	 	 	8.29E-03	MYC	 
pubchem compound 353999	 	chemical reagent	 	 	8.29E-03	MYC	 
anthraquinone	 	chemical toxicant	 	 	8.29E-03	CCL5	 
ACS-1	 	chemical reagent	 	 	8.29E-03	MYC	 
bisindolylmaleimide III	 	chemical - kinase inhibitor	 	 	8.29E-03	CFLAR	 
gemtuzumab ozogamicin	 	biologic drug	 	 	8.29E-03	ABCB1	 
BRD4-NUTM1	 	fusion gene/product	 	 	8.29E-03	MYC	 
SU11333	 	chemical - kinase inhibitor	 	 	8.29E-03	MYC	 
3-methoxyapigenin	 	chemical - endogenous non-mammalian	 	 	8.29E-03	MYC	 
2-methoxy-5-(2',3',4'-trimethoxyphenyl)-2,4,6-cycloheptatrien-1-one	 	chemical reagent	 	 	8.29E-03	JUN	 
NFKB1	 	transcription regulator	 	0.281	8.35E-03	ABCB1,BHLHE40,BIRC3,CCL5,DICER1,MYC,RACK1	66 (17)
daidzein	 	chemical drug	 	-1.000	8.40E-03	MYC,NCOR1,PIK3R1,RASGRP1	59 (7)
CST5	 	other	 	-1.134	8.51E-03	EEF1B2,EEF1D,NOP53,PRPF8,SCAF11,TRRAP,VIM	 
bevacizumab	 	biologic drug	 	 	8.56E-03	DICER1,VIM	 
Foxo	 	group	 	 	8.56E-03	ABCB1,IL7R	 
Integrin	 	complex	 	 	8.56E-03	JUN,MYC	67 (20)
PI-103	 	chemical - kinase inhibitor	 	 	8.56E-03	ABCB1,CFLAR	46 (9)
PPP1R1B	 	phosphatase	 	 	8.56E-03	CFLAR,MYC	53 (15)
mir-451	 	microRNA	 	 	8.56E-03	CD69,MYC	 
CD70	 	cytokine	 	 	8.56E-03	CD69,PRDM1	43 (10)
PPP2R5C	 	other	 	 	8.56E-03	BIRC3,CD69	43 (10)
DNAJB6	 	transcription regulator	 	 	8.56E-03	NPM1,VIM	 
DDX17	 	enzyme	 	 	8.56E-03	JUN,MYC	 
TARBP2	 	other	 	 	8.56E-03	DICER1,MYC	24 (4)
glutamyl-Se-methylselenocysteine	 	chemical - endogenous mammalian	 	 	8.56E-03	ATP1A1,JUN	 
HDAC3	 	transcription regulator	 	 	8.70E-03	BIRC3,MYC,PRDM1,VIM	50 (12)
SRF	 	transcription regulator	 	-1.967	8.71E-03	CAP1,CCL5,JUN,LBH,MALAT1,NPM1,RAF1,S100A8	53 (7)
mir-182	 	microRNA	 	 	8.72E-03	ITGA4,MALAT1,VIM	 
26s Proteasome	 	complex	 	1.452	8.81E-03	BIRC3,CFLAR,MYC,RUNX3,VIM	78 (18)
ANGPT2	 	growth factor	 	1.664	9.01E-03	ADAM12,CCL5,EEF1B2,P4HB,PDIA6,VIM	41 (7)
bee venom	 	chemical - endogenous non-mammalian	 	 	9.02E-03	CCL5,DNAJB1,JUN,SPAG9	 
LGALS3	 	other	 	-0.124	9.02E-03	ABCB1,CCR2,MYC,PRDM1	80 (20)
EIF2AK2	 	kinase	 	-0.577	9.02E-03	BHLHE40,CFLAR,ERAP2,MYC	58 (18)
HGF	 	growth factor	 	0.775	9.07E-03	ATM,BIRC3,CCL5,CFLAR,MYC,NRIP1,PNRC1,SNRNP70,STK10,VIM	74 (17)
CCN5	 	growth factor	 	 	9.19E-03	JUN,VIM,XBP1	31 (8)
IGFBP2	 	other	 	 	9.19E-03	CHD9,MALAT1,MYC	 
ADRB2	 	G-protein coupled receptor	 	 	9.19E-03	ATP1A1,CCR2,GNAS	 
E2F1	 	transcription regulator	 	0.138	9.31E-03	ABCB1,ACTR3,ATM,CFLAR,MYC,NRIP1,PIK3R1,PTPN4,TAP1,VIM	101 (23)
Ifn gamma	 	complex	 	 	9.34E-03	CCL5,IL17RA,IL32,MYC	65 (15)
RPTOR	 	other	 	0.849	9.34E-03	ENO1,JUN,MYC,PKM	79 (13)
SP3	 	transcription regulator	 	 	9.40E-03	ABCB1,IL2RB,JUN,PKM,PREX1,VIM	 
SNAI1	 	transcription regulator	 	 	9.53E-03	ACTR3,MYO5A,VIM,WAS,WIPF1	 
D-glucose	 	chemical - endogenous mammalian	 	1.111	9.58E-03	ABCB1,CAP1,CFLAR,ENO1,JUN,MYC,PDIA4,PDIA6,PKM,S100A8,SSR3,XBP1	72 (18)
OPA1	 	enzyme	 	 	9.58E-03	S100A8,XBP1	 
DEF6	 	other	 	 	9.58E-03	PRDM1,VIM	41 (7)
S100B	-0.315	other	 	 	9.58E-03	JUN,MYC	63 (20)
MDM4	 	transcription regulator	 	 	9.58E-03	P4HB,VIM	 
S1PR2	 	G-protein coupled receptor	 	 	9.58E-03	CCL5,JUN	67 (20)
thiazolidinedione	 	chemical drug	 	 	9.58E-03	CAP1,PIK3R1	 
lisinopril	 	biologic drug	 	 	9.58E-03	CAST,JUN	 
IgG	 	complex	 	-1.216	9.61E-03	CCL5,CCR2,CD69,GNAS,MYC,SLAMF7	72 (19)
DMD	 	other	 	 	9.61E-03	CAMTA1,EEF1A1,LGALS8,PKM,TNRC6B,VIM	 
lysophosphatidic acid	 	chemical - other	 	0.061	9.66E-03	CCL5,JUN,MYC,VIM	73 (20)
BAX	 	transporter	 	 	9.69E-03	CCL5,PDIA6,XBP1	61 (7)
CD5	 	transmembrane receptor	 	 	9.69E-03	CD69,RUNX3,SIPA1	 
MKNK1	 	kinase	 	1.103	1.00E-02	EEF1D,MYC,MYO5A,VIM	 
CASP8	 	peptidase	 	 	1.02E-02	CCR5,CD69,CFLAR	 
NKX3-1	 	transcription regulator	 	 	1.02E-02	MYC,PIK3R1,PTPRC	 
DETA-NONOate	 	chemical reagent	 	 	1.02E-02	BIRC3,MYC,S100A8	 
NKX2-3	 	transcription regulator	 	0.000	1.02E-02	CERK,HLA-C,HNRNPA0,IL7R,MYO5A,TAP1	 
MED1	 	transcription regulator	 	 	1.06E-02	BHLHE40,IL2RB,MYC,PRDM1,XBP1	 
STK11	 	kinase	 	0.378	1.06E-02	BTF3,ENO1,GOT2,IL2RB,MYC,PKM,RASGRP1	 
IL17R	 	complex	 	 	1.07E-02	CCL5,S100A8	 
CREBZF	 	transcription regulator	 	 	1.07E-02	ERN1,XBP1	 
NUMB	 	other	 	 	1.07E-02	BIRC3,CFLAR	 
TMBIM6	 	other	 	 	1.07E-02	ERN1,XBP1	 
DPP-23	 	chemical reagent	 	 	1.07E-02	ERN1,XBP1	 
vitamin K2	 	chemical drug	 	 	1.07E-02	ABCB1,DSE	 
vanadate	 	chemical - other	 	 	1.07E-02	JUN,NPM1	 
BRAF	 	kinase	 	 	1.07E-02	BIRC3,CCR2,MYC,XBP1	 
CDK9	 	kinase	 	 	1.07E-02	CCL5,MYC,VIM	 
CAT	 	enzyme	 	 	1.07E-02	CD69,CFLAR,VIM	 
IL2RG	 	transmembrane receptor	 	 	1.07E-02	IL7R,JUN,MYC	 
CLEC11A	 	growth factor	 	 	1.07E-02	CAP1,CCR5,CD74	 
BACH2	0.329	transcription regulator	 	 	1.07E-02	PRDM1,S100A8,XBP1	 
3-nitropropionic acid	 	chemical toxicant	 	 	1.07E-02	JUN,MYC,NPM1	 
anisomycin	 	chemical - endogenous non-mammalian	 	 	1.07E-02	ABCB1,CFLAR,JUN	 
carboplatin	 	chemical drug	 	 	1.07E-02	ABCB1,MYC,VIM	 
TNFRSF1B	 	transmembrane receptor	Inhibited	-2.000	1.10E-02	CCR5,CD69,CFLAR,JUN	 
puromycin aminonucleoside	 	chemical reagent	 	1.000	1.10E-02	ACTR3,MYC,TMSB10/TMSB4X,VIM	 
WNT3A	 	cytokine	 	-0.883	1.12E-02	CD300A,JUN,LBH,MYC,PRDM1,VIM,XBP1	 
BIRC5	 	other	 	 	1.13E-02	CD53,CD74,VIM	 
EBI3	 	cytokine	 	 	1.13E-02	HLA-C,MYC,TAP1	 
di(2-ethylhexyl) phthalate	 	chemical toxicant	 	 	1.13E-02	DPP4,JUN,MYC	 
NR1H3	 	ligand-dependent nuclear receptor	 	 	1.13E-02	CCL5,CCR2,CCR5,ITGAL,MYLIP,TAP1	 
STAT4	 	transcription regulator	 	0.997	1.13E-02	CCR5,IL18R1,LRRFIP1,MATK,MYC,PRDM1	 
TNFSF12	 	cytokine	 	0.425	1.14E-02	ADAM12,CCL5,CCR5,S100A8	 
FOXP3	 	transcription regulator	 	 	1.14E-02	CCR2,IL17RA,IL7R,PRDM1	 
IFNB1	 	cytokine	 	-1.970	1.15E-02	BHLHE40,BTN3A3,CCL5,CCR5,DICER1,MYC,PRDM1	 
STAT1	 	transcription regulator	 	0.137	1.16E-02	CCL5,DPP4,GLS,JUN,MYC,NLRC5,TAP1,ZNF652	 
ERVW-1	 	other	 	 	1.18E-02	CCL5,XBP1	 
STAP2	 	other	 	 	1.18E-02	CCR2,MYC	 
MPZ	 	other	 	 	1.18E-02	JUN,SDF2L1	 
DHX9	 	enzyme	 	 	1.18E-02	ABCB1,CCL5	 
DUSP5	 	phosphatase	 	 	1.18E-02	DUSP2,PRDM1	 
TP53COR1	 	other	 	 	1.18E-02	BIRC3,CFLAR	 
farnesol	 	chemical reagent	 	 	1.18E-02	PDIA4,XBP1	 
ERBB2	 	kinase	 	0.653	1.18E-02	ADAM12,BHLHE40,BIRC3,CCL5,GLS,JUN,LRRFIP1,MAN1A1,MYC,PDIA4,TAP1,VIM,XBP1	 
MMP3	 	peptidase	 	0.000	1.18E-02	ERN1,PNN,VIM,YBX1	 
CCN2	 	growth factor	 	-1.183	1.18E-02	CFLAR,ENO1,JUN,MYC	 
hexachlorobenzene	 	chemical toxicant	 	 	1.18E-02	MYC,TMSB10/TMSB4X,VIM	 
PAX5	 	transcription regulator	 	 	1.18E-02	GPRIN3,PRDM1,VIM	 
MAP2K7	 	kinase	 	 	1.18E-02	BIRC3,CCL5,MYC	 
metribolone	 	chemical reagent	 	1.876	1.19E-02	ANKH,ATP5F1E,CFLAR,EIF5,ENO1,GOT2,MYC,NCOR1,PKM	 
CDKN2A	 	transcription regulator	 	0.655	1.20E-02	CCL5,EEF1A1,GNAS,JUN,MYC,NPM1,VIM	 
GLI2	 	transcription regulator	 	 	1.22E-02	CCL5,CCR5,MYC,VIM	 
GPER1	 	G-protein coupled receptor	 	 	1.24E-02	BHLHE40,JUN,MYC	 
miR-145-5p (and other miRNAs w/seed UCCAGUU)	 	mature microRNA	 	 	1.24E-02	C11orf58,CLINT1,MYC	 
