© 2000-2020 QIAGEN. All rights reserved.

Ingenuity Canonical Pathways	 -log(p-value)	Ratio	z-score	Molecules	
ERK5 Signaling	1.17E00	9.72E-02	1.890	CREB5,ELK4,GNAQ,NRAS,RAP1A,YWHAH,YWHAZ	
MSP-RON Signaling Pathway	1.16E00	1.03E-01	NaN	ACTG1,CCR2,IL3RA,ITGB2,MST1,PIK3CD	
SAPK/JNK Signaling	1.16E00	8.82E-02	0.333	CDC42,MAP3K4,MAP4K1,MAP4K5,NRAS,PIK3CD,RAC1,RAC2,RAP1A	
GPCR-Mediated Integration of Enteroendocrine Signaling Exemplified by an L Cell	1.14E00	9.59E-02	-0.378	ADCY9,GNAI2,GNAI3,GNAQ,PDIA3,PRKAR1A,VIPR1	
Fatty Acid β-oxidation I	1.13E00	1.25E-01	1.000	ACSL1,ACSL4,HSD17B10,SCP2	
Inflammasome pathway	1.12E00	1.5E-01	NaN	CASP1,IL18,NFKB1	
Th2 Pathway	1.1E00	8.09E-02	1.633	HLA-A,HLA-DQB1,HLA-DRB1,HLA-DRB5,ITGB2,JAK3,MAF,NFKB1,PIK3CD,SOCS3,TGFBR2	
TREM1 Signaling	1.09E00	9.33E-02	0.378	CASP1,CIITA,IL18,IRAK1,LAT2,NFKB1,TYROBP	
IL-9 Signaling	1.09E00	1.21E-01	0.000	JAK3,NFKB1,PIK3CD,SOCS3	
IL-15 Signaling	1.09E00	9.33E-02	-0.378	GZMB,JAK3,NFKB1,NRAS,PIK3CD,RAP1A,SYK	
Altered T Cell and B Cell Signaling in Rheumatoid Arthritis	1.09E00	8.89E-02	NaN	HLA-A,HLA-DQB1,HLA-DRB1,HLA-DRB5,IL18,MAP3K14,NFKB1,TNFSF13	
Sertoli Cell-Sertoli Cell Junction Signaling	1.09E00	7.57E-02	NaN	ACTG1,CDC42,CLINT1,MAP2K3,MAP3K14,MAP3K4,MAP3K6,NRAS,PRKAR1A,PTEN,RAC1,RAP1A,TUBA1B,TUBB	
Neurotrophin/TRK Signaling	1.07E00	9.21E-02	0.816	CDC42,CREB5,FRS2,MAP2K3,NRAS,PIK3CD,RAP1A	
Inhibition of Angiogenesis by TSP1	1.06E00	1.18E-01	-1.000	CD36,CD47,TGFBR2,VEGFA	
CDK5 Signaling	1.04E00	8.33E-02	0.333	ABL1,ADCY9,NRAS,PPM1L,PPP1CC,PPP1R14B,PPP2R5C,PRKAR1A,RAP1A	
Hereditary Breast Cancer Signaling	1.04E00	7.86E-02	NaN	ARID1A,CDKN1A,HDAC9,NPM1,NRAS,PIK3CD,PTEN,RAP1A,SMARCC1,UBA52,UBB	
Spermine Biosynthesis	1.01E00	5E-01	NaN	AMD1	
L-DOPA Degradation	1.01E00	5E-01	NaN	LRTOMT	
S-methyl-5-thio-α-D-ribose 1-phosphate Degradation	1.01E00	5E-01	NaN	MRI1	
Spermidine Biosynthesis I	1.01E00	5E-01	NaN	AMD1	
Adenine and Adenosine Salvage I	1.01E00	5E-01	NaN	APRT	
Glycine Biosynthesis I	1.01E00	5E-01	NaN	SHMT1	
Melanoma Signaling	9.87E-01	1E-01	-1.000	CDKN1A,NRAS,PIK3CD,PTEN,RAP1A	
Interferon Signaling	9.87E-01	1.11E-01	2.000	IFITM2,IFITM3,IFNGR1,IRF1	
ErbB2-ErbB3 Signaling	9.79E-01	9.23E-02	0.447	CDKN1B,JAK3,NRAS,PIK3CD,PTEN,RAP1A	
Prolactin Signaling	9.59E-01	8.64E-02	-0.816	IRF1,NR3C1,NRAS,PIK3CD,PRKCD,RAP1A,SOCS3	
Cell Cycle Regulation by BTG Family Proteins	9.51E-01	1.08E-01	NaN	E2F4,PPM1L,PPP2R5C,PRMT1	
Vitamin-C Transport	9.36E-01	1.25E-01	NaN	LRRC8C,SLC2A3,TXN	
UVA-Induced MAPK Signaling	9.32E-01	8.16E-02	-1.000	NRAS,PDIA3,PIK3CD,RAP1A,SMPD1,SMPD3,SMPD4,TNKS2	
Gap Junction Signaling	9.17E-01	7.07E-02	NaN	ACTG1,ADCY9,CSNK1G2,GNAI2,GNAI3,GNAQ,NRAS,PDIA3,PIK3CD,PRKAR1A,PRKCD,RAP1A,TUBA1B,TUBB	
Nitric Oxide Signaling in the Cardiovascular System	9.14E-01	8.08E-02	-2.121	CALM1 (includes others),HSP90AB1,HSP90B1,PIK3CD,PRKAR1A,PRKCD,VEGFA,VEGFB	
VEGF Signaling	9.14E-01	8.08E-02	-0.378	ACTG1,EIF1,HIF1A,NRAS,PIK3CD,RAP1A,VEGFA,VEGFB	
VEGF Family Ligand-Receptor Interactions	8.96E-01	8.33E-02	-0.378	NRAS,PIK3CD,PLA2G12A,PRKCD,RAP1A,VEGFA,VEGFB	
April Mediated Signaling	8.89E-01	1.03E-01	2.000	IKBKB,MAP3K14,NFKB1,TNFSF13	
Antiproliferative Role of TOB in T Cell Signaling	8.89E-01	1.03E-01	0.000	CDKN1B,PABPC1,TGFBR2,TOB1	
Role of JAK1 and JAK3 in γc Cytokine Signaling	8.86E-01	8.7E-02	NaN	JAK3,NRAS,PIK3CD,RAP1A,SOCS3,SYK	
Relaxin Signaling	8.83E-01	7.33E-02	0.000	ADCY9,APEX1,GNAI2,GNAI3,GNAQ,NFKB1,PDE7A,PIK3CD,PRKAR1A,RAP1A,VEGFA	
Role of Tissue Factor in Cancer	8.83E-01	7.69E-02	NaN	CDC42,GNAQ,NRAS,PAK1,PIK3CD,PTEN,RAC1,RAP1A,VEGFA	
Role of IL-17A in Psoriasis	8.7E-01	1.54E-01	NaN	S100A8,S100A9	
Fatty Acid Activation	8.7E-01	1.54E-01	NaN	ACSL1,ACSL4	
Allograft Rejection Signaling	8.6E-01	8.14E-02	NaN	B2M,GZMB,HLA-A,HLA-C,HLA-DQB1,HLA-DRB1,HLA-DRB5	
Estrogen-mediated S-phase Entry	8.6E-01	1.15E-01	NaN	CDKN1A,CDKN1B,E2F4	
Gluconeogenesis I	8.6E-01	1.15E-01	NaN	FBP1,GAPDH,MDH2	
G-Protein Coupled Receptor Signaling	8.6E-01	6.62E-02	NaN	ADCY9,APEX1,CREB5,DUSP1,GNAI2,GNAI3,GNAQ,IKBKB,NFKB1,NRAS,P2RY12,PDE7A,PIK3CD,PRKAR1A,PTGER4,RAP1A,RGS2,VIPR1	
GP6 Signaling Pathway	8.51E-01	7.56E-02	-0.333	BTK,CALM1 (includes others),CERT1,LCP2,PIK3CD,PRKCD,RAC1,SYK,TLN1	
Androgen Signaling	8.45E-01	7.35E-02	-0.816	CALM1 (includes others),CALR,GNAI2,GNAI3,GNAQ,GTF2H3,NCOA1,NFKB1,PRKAR1A,PRKCD	
NADH Repair	8.45E-01	3.33E-01	NaN	GAPDH	
Methylglyoxal Degradation I	8.45E-01	3.33E-01	NaN	GLO1	
Coenzyme A Biosynthesis	8.45E-01	3.33E-01	NaN	PPCDC	
D-glucuronate Degradation I	8.45E-01	3.33E-01	NaN	AKR1A1	
Unfolded protein response	8.33E-01	8.93E-02	0.447	ATF6,CALR,DNAJC3,HSP90B1,HSPA8	
Endothelin-1 Signaling	8.3E-01	6.91E-02	0.277	ADCY9,CASP1,CASP4,GNAI2,GNAI3,GNAQ,HMOX1,NRAS,PDIA3,PIK3CD,PLA2G12A,PRKCD,RAP1A	
DNA Double-Strand Break Repair by Homologous Recombination	8.15E-01	1.43E-01	NaN	ABL1,POLA1	
Glycogen Degradation III	8.15E-01	1.43E-01	NaN	GAA,TYMP	
Triacylglycerol Biosynthesis	8.04E-01	9.52E-02	2.000	AGPAT3,AGPAT4,GPAT3,MBOAT2	
OX40 Signaling Pathway	7.88E-01	7.78E-02	NaN	B2M,HLA-A,HLA-C,HLA-DQB1,HLA-DRB1,HLA-DRB5,NFKB1	
Cancer Drug Resistance By Drug Efflux	7.88E-01	8.62E-02	NaN	NFKB1,NRAS,PIK3CD,PTEN,RAP1A	
Estrogen-Dependent Breast Cancer Signaling	7.83E-01	8.11E-02	0.447	CREB5,HSD17B10,NFKB1,NRAS,PIK3CD,RAP1A	
Regulation of the Epithelial-Mesenchymal Transition Pathway	7.83E-01	6.77E-02	NaN	ETS1,FRS2,HIF1A,ID2,JAK3,MAP2K3,NFKB1,NRAS,PIK3CD,RAP1A,RHOA,TCF4,TGFBR2	
Oncostatin M Signaling	7.8E-01	9.3E-02	1.000	JAK3,MT2A,NRAS,RAP1A	
Breast Cancer Regulation by Stathmin1	7.7E-01	5.92E-02	NaN	ARHGEF6,ARHGEF7,CAMK1D,CCND3,CCR2,CDKN1B,CREB5,CYSLTR1,E2F4,GNAQ,GPR141,HIF1A,LPAR4,NFKB1,NRAS,P2RY1,P2RY12,PAK1,PIK3CD,PPM1L,PPP1CC,PPP1R14B,PPP2R5C,PRKAR1A,PRKCD,PTGER4,RAC1,RAC2,RAP1A,RHOA,TUBA1B,TUBB,VEGFA,VEGFB,VIPR1	
cAMP-mediated signaling	7.7E-01	6.58E-02	2.324	ADCY9,APEX1,CALM1 (includes others),CAMK1D,CREB5,DUSP1,GNAI2,GNAI3,P2RY12,PDE7A,PRKAR1A,PTGER4,RAP1A,RGS2,VIPR1	
Choline Biosynthesis III	7.67E-01	1.33E-01	NaN	CHPT1,HMOX1	
FcγRIIB Signaling in B Lymphocytes	7.64E-01	8E-02	0.000	BTK,INPP5D,NRAS,PIK3CD,RAP1A,SYK	
Systemic Lupus Erythematosus Signaling	7.59E-01	6.55E-02	NaN	CD72,HLA-A,HLA-C,HNRNPA2B1,IL18,INPP5D,NRAS,PIK3CD,PRPF38B,PRPF40A,PRPF8,RAP1A,SART1,SNRNP200,SNRNP70	
Apelin Pancreas Signaling Pathway	7.54E-01	9.09E-02	0.000	NFKB1,PIK3CD,PRKAB2,PRKAR1A	
IL-23 Signaling Pathway	7.54E-01	9.09E-02	0.000	HIF1A,NFKB1,PIK3CD,SOCS3	
Erythropoietin Signaling	7.47E-01	7.89E-02	NaN	NFKB1,NRAS,PIK3CD,PRKCD,RAP1A,SOCS3	
GDNF Family Ligand-Receptor Interactions	7.47E-01	7.89E-02	0.447	CDC42,FRS2,NRAS,PIK3CD,RAC1,RAP1A	
Retinoic acid Mediated Apoptosis Signaling	7.45E-01	8.33E-02	-0.447	APAF1,BID,IRF1,TNFRSF10B,TNKS2	
Heme Degradation	7.33E-01	2.5E-01	NaN	HMOX1	
Heme Biosynthesis from Uroporphyrinogen-III I	7.33E-01	2.5E-01	NaN	FECH	
Acetate Conversion to Acetyl-CoA	7.33E-01	2.5E-01	NaN	ACSL1	
Dopamine Receptor Signaling	7.28E-01	7.79E-02	NaN	ADCY9,PPM1L,PPP1CC,PPP1R14B,PPP2R5C,PRKAR1A	
Adrenomedullin signaling pathway	7.26E-01	6.6E-02	0.832	ADCY9,CALM1 (includes others),CSK,GNAQ,HIF1A,IL18,MAP2K3,NFKB1,NRAS,PDIA3,PIK3CD,PRKAR1A,RAP1A	
IL-2 Signaling	7.24E-01	8.2E-02	-0.447	JAK3,NRAS,PIK3CD,RAP1A,SYK	
Autophagy	7.24E-01	8.2E-02	NaN	ATG4A,ATG4C,CTSC,CTSH,CTSS	
FAT10 Cancer Signaling Pathway	7.06E-01	8.7E-02	0.000	IKBKB,NFKB1,TCF4,TGFBR2	
White Adipose Tissue Browning Pathway	7.06E-01	6.98E-02	1.414	ADCY9,CREB5,CTBP2,FCER1A,PRKAB2,PRKAR1A,SLC16A1,THRB,VEGFA	
G Protein Signaling Mediated by Tubby	6.97E-01	9.68E-02	NaN	ABL1,GNAQ,INSR	
Thyroid Cancer Signaling	6.95E-01	7.59E-02	0.000	INSR,NRAS,PIK3CD,PTEN,RAP1A,TCF4	
Communication between Innate and Adaptive Immune Cells	6.9E-01	7.29E-02	NaN	B2M,HLA-A,HLA-C,HLA-DRB1,HLA-DRB5,IL18,TNFSF13	
nNOS Signaling in Neurons	6.84E-01	8.51E-02	NaN	CALM1 (includes others),CHP1,DLG4,PRKCD	
Stearate Biosynthesis I (Animals)	6.84E-01	8.51E-02	1.000	ACSL1,ACSL4,PPT1,ZADH2	
RAN Signaling	6.82E-01	1.18E-01	NaN	IPO5,KPNA4	
γ-linolenate Biosynthesis II (Animals)	6.82E-01	1.18E-01	NaN	ACSL1,ACSL4	
Dermatan Sulfate Degradation (Metazoa)	6.82E-01	1.18E-01	NaN	HEXA,IDS	
Role of Osteoblasts, Osteoclasts and Chondrocytes in Rheumatoid Arthritis	6.72E-01	6.36E-02	NaN	BIRC2,CALM1 (includes others),CHP1,CSF1R,GSN,IKBKB,IL18,MAP2K3,MAP3K14,NFKB1,PIK3CD,RUNX2,TAB2,TCF4	
4-1BB Signaling in T Lymphocytes	6.7E-01	9.38E-02	NaN	IKBKB,MAP3K14,NFKB1	
Role of PI3K/AKT Signaling in the Pathogenesis of Influenza	6.68E-01	7.81E-02	1.000	GNAI2,GNAI3,NFKB1,PIK3CD,PLAC8	
Hepatic Cholestasis	6.66E-01	6.49E-02	NaN	ADCY9,IKBKB,IL18,INSR,IRAK1,MAP3K14,MAP3K4,NFKB1,PRKAR1A,PRKCD,SLC4A2,TNFSF13	
PXR/RXR Activation	6.5E-01	7.69E-02	NaN	CPT1A,INSR,NCOA1,NR3C1,PRKAR1A	
IL-17A Signaling in Airway Cells	6.5E-01	7.69E-02	1.342	IKBKB,JAK3,NFKB1,PIK3CD,PTEN	
2-ketoglutarate Dehydrogenase Complex	6.46E-01	2E-01	NaN	OGDH	
CMP-N-acetylneuraminate Biosynthesis I (Eukaryotes)	6.46E-01	2E-01	NaN	GNE	
Methylglyoxal Degradation III	6.46E-01	1.11E-01	NaN	AKR1A1,ZADH2	
dTMP De Novo Biosynthesis	6.46E-01	2E-01	NaN	SHMT1	
Folate Polyglutamylation	6.46E-01	2E-01	NaN	SHMT1	
FAT10 Signaling Pathway	6.46E-01	1.11E-01	NaN	PSMD4,PSME1	
Circadian Rhythm Signaling	6.44E-01	9.09E-02	NaN	BHLHE40,CREB5,PER1	
Calcium Signaling	6.35E-01	6.31E-02	0.000	CALM1 (includes others),CALR,CAMK1D,CHP1,CHRFAM7A,CREB5,HDAC9,MYH9,MYL6B,PRKAR1A,RAP1A,SLC8A1,TPM4	
Primary Immunodeficiency Signaling	6.22E-01	8E-02	NaN	BTK,CIITA,JAK3,ZAP70	
Assembly of RNA Polymerase II Complex	6.22E-01	8E-02	NaN	DR1,GTF2H3,TAF15,TAF6	
MIF-mediated Glucocorticoid Regulation	6.2E-01	8.82E-02	NaN	NFKB1,NR3C1,PLA2G12A	
TR/RXR Activation	6.14E-01	7.14E-02	NaN	HIF1A,KLF9,NCOA1,NCOA3,PIK3CD,THRB	
FGF Signaling	6.14E-01	7.14E-02	0.816	CREB5,FRS2,MAP2K3,MAPKAPK2,PIK3CD,RAC1	
Wnt/β-catenin Signaling	6.06E-01	6.36E-02	1.414	BTRC,CSNK1G2,GNAQ,MAP4K1,PPM1L,PPP2R5C,SOX4,TCF4,TGFBR2,UBA52,UBB	
Ovarian Cancer Signaling	5.85E-01	6.47E-02	-0.816	ABL1,NRAS,PIK3CD,PRKAR1A,PTEN,RAP1A,TCF4,VEGFA,VEGFB	
SPINK1 General Cancer Pathway	5.82E-01	7.25E-02	-0.447	JAK3,MT2A,NRAS,PIK3CD,RAP1A	
IGF-1 Signaling	5.78E-01	6.73E-02	-1.342	NRAS,PIK3CD,PRKAR1A,RAP1A,SOCS3,YWHAH,YWHAZ	
Chondroitin and Dermatan Biosynthesis	5.77E-01	1.67E-01	NaN	CSGALNACT2	
Pentose Phosphate Pathway (Non-oxidative Branch)	5.77E-01	1.67E-01	NaN	TKT	
Ceramide Degradation	5.77E-01	1.67E-01	NaN	ACER3	
NAD Biosynthesis III	5.77E-01	1.67E-01	NaN	NAMPT	
Lactose Degradation III	5.77E-01	1.67E-01	NaN	PSAP	
GM-CSF Signaling	5.65E-01	7.14E-02	0.000	ETS1,NRAS,PIK3CD,PIM1,RAP1A	
Cardiac β-adrenergic Signaling	5.64E-01	6.38E-02	0.707	ADCY9,APEX1,PDE7A,PPM1L,PPP1CC,PPP1R14B,PPP2R5C,PRKAR1A,SLC8A1	
Maturity Onset Diabetes of Young (MODY) Signaling	5.48E-01	9.52E-02	NaN	GAPDH,INSR	
Transcriptional Regulatory Network in Embryonic Stem Cells	5.47E-01	7.41E-02	NaN	FOXC1,H3-3A/H3-3B,REST,SMARCAD1	
Gαs Signaling	5.42E-01	6.54E-02	0.378	ADCY9,CREB5,PRKAR1A,PTGER4,RAP1A,RGS2,VIPR1	
Atherosclerosis Signaling	5.3E-01	6.35E-02	NaN	CCR2,CD36,IL18,ITGB2,NFKB1,PLA2G12A,S100A8,SELPLG	
Role of IL-17A in Arthritis	5.3E-01	7.27E-02	NaN	MAP2K3,MAPKAPK2,NFKB1,PIK3CD	
Superpathway of Serine and Glycine Biosynthesis I	5.2E-01	1.43E-01	NaN	SHMT1	
Thioredoxin Pathway	5.2E-01	1.43E-01	NaN	TXN	
Glycoaminoglycan-protein Linkage Region Biosynthesis	5.2E-01	1.43E-01	NaN	XYLT1	
Aspartate Degradation II	5.2E-01	1.43E-01	NaN	MDH2	
Methionine Degradation I (to Homocysteine)	5.2E-01	9.09E-02	NaN	AHCY,PRMT1	
Antioxidant Action of Vitamin C	5.19E-01	6.42E-02	-1.342	HMOX1,IKBKB,NFKB1,PDIA3,PLA2G12A,SLC2A3,TXN	
Cell Cycle Control of Chromosomal Replication	5.13E-01	7.14E-02	2.000	CDK13,CDK14,MCM5,POLA1	
tRNA Charging	5.1E-01	7.69E-02	NaN	LARS1,RARS1,YARS2	
Leptin Signaling in Obesity	5.07E-01	6.76E-02	NaN	ADCY9,PDIA3,PIK3CD,PRKAR1A,SOCS3	
Role of CHK Proteins in Cell Cycle Checkpoint Control	4.98E-01	7.02E-02	0.000	CDKN1A,E2F4,PPM1L,PPP2R5C	
Hepatic Fibrosis / Hepatic Stellate Cell Activation	4.85E-01	5.91E-02	NaN	CERT1,IFNGR1,IL10RA,KLF6,MYH9,MYL6B,NFKB1,TGFBR2,TIMP1,VEGFA,VEGFB	
GPCR-Mediated Nutrient Sensing in Enteroendocrine Cells	4.84E-01	6.25E-02	-1.134	ADCY9,GNAI2,GNAI3,GNAQ,PDIA3,PRKAR1A,PRKCD	
Melanocyte Development and Pigmentation Signaling	4.81E-01	6.38E-02	0.000	ADCY9,CREB5,NRAS,PIK3CD,PRKAR1A,RAP1A	
Cellular Effects of Sildenafil (Viagra)	4.79E-01	6.11E-02	NaN	ACTG1,ADCY9,CALM1 (includes others),MYH9,MYL12A,MYL6B,PDIA3,PRKAR1A	
B Cell Activating Factor Signaling	4.72E-01	7.32E-02	NaN	IKBKB,MAP3K14,NFKB1	
Sphingosine and Sphingosine-1-phosphate Metabolism	4.72E-01	1.25E-01	NaN	ACER3	
Salvage Pathways of Pyrimidine Deoxyribonucleotides	4.72E-01	1.25E-01	NaN	TYMP	
IL-22 Signaling	4.7E-01	8.33E-02	NaN	IL10RB,SOCS3	
Role of JAK1, JAK2 and TYK2 in Interferon Signaling	4.7E-01	8.33E-02	NaN	IFNGR1,NFKB1	
Cysteine Biosynthesis III (mammalia)	4.7E-01	8.33E-02	NaN	AHCY,PRMT1	
Antiproliferative Role of Somatostatin Receptor 2	4.67E-01	6.49E-02	-1.342	CDKN1A,CDKN1B,NRAS,PIK3CD,RAP1A	
CREB Signaling in Neurons	4.67E-01	5.8E-02	-0.302	ADCY9,CALM1 (includes others),CREB5,GNAI2,GNAI3,GNAQ,NRAS,PDIA3,PIK3CD,PRKAR1A,PRKCD,RAP1A	
IL-7 Signaling Pathway	4.55E-01	6.41E-02	-0.447	CCND3,CDKN1B,JAK3,MCL1,PIK3CD	
Endometrial Cancer Signaling	4.53E-01	6.67E-02	NaN	NRAS,PIK3CD,PTEN,RAP1A	
Adipogenesis pathway	4.5E-01	5.97E-02	NaN	CTBP2,GTF2H3,HDAC9,HIF1A,KLF5,NR1D2,SETDB1,TXNIP	
Bladder Cancer Signaling	4.47E-01	6.19E-02	NaN	ABL1,CDKN1A,NRAS,RAP1A,VEGFA,VEGFB	
Phosphatidylethanolamine Biosynthesis II	4.32E-01	1.11E-01	NaN	CHKB	
Heme Biosynthesis II	4.32E-01	1.11E-01	NaN	FECH	
Folate Transformations I	4.32E-01	1.11E-01	NaN	SHMT1	
FLT3 Signaling in Hematopoietic Progenitor Cells	4.31E-01	6.25E-02	0.447	CREB5,INPP5D,NRAS,PIK3CD,RAP1A	
Glycolysis I	4.25E-01	7.69E-02	NaN	FBP1,GAPDH	
Role of RIG1-like Receptors in Antiviral Innate Immunity	4.23E-01	6.82E-02	NaN	IKBKB,IRF7,NFKB1	
Thrombopoietin Signaling	4.12E-01	6.35E-02	-1.000	NRAS,PIK3CD,PRKCD,RAP1A	
Pentose Phosphate Pathway	3.97E-01	1E-01	NaN	TKT	
Glycine Betaine Degradation	3.97E-01	1E-01	NaN	SHMT1	
Netrin Signaling	3.87E-01	6.15E-02	0.000	CHP1,PRKAR1A,RAC1,RAC2	
Regulation of Cellular Mechanics by Calpain Protease	3.87E-01	6.15E-02	NaN	CDKN1B,NRAS,RAP1A,TLN1	
Mouse Embryonic Stem Cell Pluripotency	3.86E-01	5.83E-02	-0.816	ID2,JAK3,NRAS,PIK3CD,RAP1A,TCF4	
BMP signaling pathway	3.76E-01	5.88E-02	-0.447	NFKB1,NRAS,PRKAR1A,RAP1A,RUNX2	
Eicosanoid Signaling	3.76E-01	6.06E-02	NaN	ALOX5AP,CYSLTR1,PLA2G12A,PTGER4	
Sonic Hedgehog Signaling	3.68E-01	6.9E-02	NaN	PRKAR1A,SUFU	
Purine Nucleotides De Novo Biosynthesis II	3.66E-01	9.09E-02	NaN	IMPDH1	
ErbB4 Signaling	3.65E-01	5.97E-02	-1.000	NRAS,PIK3CD,PRKCD,RAP1A	
Gαi Signaling	3.63E-01	5.6E-02	1.890	ADCY9,GNAI2,GNAI3,NRAS,P2RY12,PRKAR1A,RAP1A	
Endocannabinoid Neuronal Synapse Pathway	3.38E-01	5.47E-02	1.134	ADCY9,CHP1,GNAI2,GNAI3,GNAQ,PDIA3,PRKAR1A	
Assembly of RNA Polymerase I Complex	3.37E-01	8.33E-02	NaN	UBTF	
Glycogen Degradation II	3.37E-01	8.33E-02	NaN	TYMP	
BER pathway	3.37E-01	8.33E-02	NaN	APEX1	
Synaptic Long Term Depression	3.25E-01	5.29E-02	0.632	GNAI2,GNAI3,GNAQ,NRAS,PDIA3,PLA2G12A,PPM1L,PPP2R5C,PRKCD,RAP1A	
Glutathione-mediated Detoxification	3.19E-01	6.25E-02	NaN	GSTK1,GSTP1	
Ethanol Degradation II	3.19E-01	6.25E-02	NaN	ACSL1,AKR1A1	
UVB-Induced MAPK Signaling	3.14E-01	5.77E-02	NaN	H3-3A/H3-3B,PIK3CD,PRKCD	
Acyl-CoA Hydrolysis	3.12E-01	7.69E-02	NaN	PPT1	
Urate Biosynthesis/Inosine 5'-phosphate Degradation	3.12E-01	7.69E-02	NaN	IMPDH1	
NAD Phosphorylation and Dephosphorylation	3.12E-01	7.69E-02	NaN	ACP1	
Bile Acid Biosynthesis, Neutral Pathway	3.12E-01	7.69E-02	NaN	SCP2	
Pregnenolone Biosynthesis	3.12E-01	7.69E-02	NaN	MICAL1	
Non-Small Cell Lung Cancer Signaling	3.02E-01	5.48E-02	NaN	ABL1,NRAS,PIK3CD,RAP1A	
Agranulocyte Adhesion and Diapedesis	3.01E-01	5.18E-02	NaN	ACTG1,CD99,GNAI2,GNAI3,IL18,ITGB2,MYH9,MYL6B,SELL,SELPLG	
Role of Pattern Recognition Receptors in Recognition of Bacteria and Viruses	2.95E-01	5.19E-02	-1.342	CASP1,IL18,IRF7,NFKB1,PIK3CD,PRKCD,SYK,TNFSF13	
Role of JAK2 in Hormone-like Cytokine Signaling	2.91E-01	5.88E-02	NaN	SH2B3,SOCS3	
Colanic Acid Building Blocks Biosynthesis	2.91E-01	7.14E-02	NaN	UGP2	
GABA Receptor Signaling	2.86E-01	5.26E-02	NaN	ADCY9,AP1B1,AP2S1,UBA52,UBB	
DNA Methylation and Transcriptional Repression Signaling	2.77E-01	5.71E-02	NaN	ARID4B,H3-3A/H3-3B	
IL-17A Signaling in Fibroblasts	2.77E-01	5.71E-02	NaN	IKBKB,NFKB1	
Noradrenaline and Adrenaline Degradation	2.77E-01	5.71E-02	NaN	AKR1A1,LRTOMT	
Neuroprotective Role of THOP1 in Alzheimer's Disease	2.73E-01	5.13E-02	1.000	APP,GZMB,HLA-A,HLA-C,PRKAR1A,TPP1	
Isoleucine Degradation I	2.7E-01	6.67E-02	NaN	HSD17B10	
Histidine Degradation VI	2.7E-01	6.67E-02	NaN	MICAL1	
CNTF Signaling	2.62E-01	5.26E-02	NaN	NRAS,PIK3CD,RAP1A	
Glutamate Receptor Signaling	2.62E-01	5.26E-02	NaN	CALM1 (includes others),DLG4,HOMER2	
Role of Wnt/GSK-3β Signaling in the Pathogenesis of Influenza	2.59E-01	5.13E-02	NaN	CSNK1G2,NCOA1,NCOA3,TCF4	
Superpathway of Methionine Degradation	2.53E-01	5.41E-02	NaN	AHCY,PRMT1	
Complement System	2.53E-01	5.41E-02	NaN	C2,ITGB2	
Chondroitin Sulfate Degradation (Metazoa)	2.52E-01	6.25E-02	NaN	HEXA	
Glutaryl-CoA Degradation	2.52E-01	6.25E-02	NaN	HSD17B10	
Role of BRCA1 in DNA Damage Response	2.43E-01	5E-02	NaN	ARID1A,CDKN1A,E2F4,SMARCC1	
Role of MAPK Signaling in the Pathogenesis of Influenza	2.43E-01	5E-02	NaN	MAP2K3,NRAS,PLA2G12A,RAP1A	
Ubiquinol-10 Biosynthesis (Eukaryotic)	2.35E-01	5.88E-02	NaN	MICAL1	
PCP pathway	2.34E-01	5E-02	NaN	JUND,RAC1,RHOA	
Purine Nucleotides Degradation II (Aerobic)	2.2E-01	5.56E-02	NaN	IMPDH1	
Oxidative Ethanol Degradation III	2.06E-01	5.26E-02	NaN	ACSL1	
Apelin Muscle Signaling Pathway	2.06E-01	5.26E-02	NaN	PRKAB2	
LPS/IL-1 Mediated Inhibition of RXR Function	-0E00	3.57E-02	NaN	ACSL1,ACSL4,CPT1A,GSTK1,GSTP1,IL18,IRAK1,NCOA1	
LXR/RXR Activation	-0E00	4.13E-02	-1.342	CD36,IL18,NFKB1,S100A8,SERPINF1	
FXR/RXR Activation	-0E00	3.17E-02	NaN	FBP1,IL18,SERPINF1,SLC4A2	
Activation of IRF by Cytosolic Pattern Recognition Receptors	-0E00	4.76E-02	NaN	IKBKB,IRF7,NFKB1	
MIF Regulation of Innate Immunity	-0E00	4.76E-02	NaN	NFKB1,PLA2G12A	
CCR5 Signaling in Macrophages	-0E00	4.26E-02	0.000	CALM1 (includes others),GNAI2,GNAI3,PRKCD	
Role of Cytokines in Mediating Communication between Immune Cells	-0E00	1.85E-02	NaN	IL18	
Neuropathic Pain Signaling In Dorsal Horn Neurons	-0E00	4.95E-02	-1.342	CAMK1D,PDIA3,PIK3CD,PRKAR1A,PRKCD	
Factors Promoting Cardiogenesis in Vertebrates	-0E00	4E-02	-1.633	CREB5,PDIA3,PRKCD,RHOA,TCF4,TGFBR2	
Human Embryonic Stem Cell Pluripotency	-0E00	2.22E-02	NaN	PIK3CD,TCF4,TGFBR2	
Role of Oct4 in Mammalian Embryonic Stem Cell Pluripotency	-0E00	4.35E-02	NaN	REST,SH3GLB1	
Role of NANOG in Mammalian Embryonic Stem Cell Pluripotency	-0E00	3.36E-02	0.000	JAK3,NRAS,PIK3CD,RAP1A	
Growth Hormone Signaling	-0E00	4.23E-02	NaN	PIK3CD,PRKCD,SOCS3	
Basal Cell Carcinoma Signaling	-0E00	2.78E-02	NaN	SUFU,TCF4	
