© 2000-2020 QIAGEN. All rights reserved.

Upstream Regulator	Expr Log Ratio	Molecule Type	Predicted Activation State	Activation z-score	Flags	p-value of overlap	Target Molecules in Dataset	Mechanistic Network
4-methylnitrosoamino-1-(3-pyridinyl)-1-butanone	 	chemical toxicant	 	 	 	1.46E-03	FOS,JUNB	6 (5)
memantine	 	chemical drug	 	 	 	1.46E-03	FOS,NFKBIA	7 (5)
ethionine	 	chemical toxicant	 	 	 	1.46E-03	MYC,TMSB10/TMSB4X	 
IRF4	 	transcription regulator	 	 	 	1.53E-03	HSPA8,IL7R,MYC	 
medroxyprogesterone acetate	 	chemical drug	 	 	 	1.53E-03	JUNB,LTB,MYC	 
SRF	 	transcription regulator	 	 	 	1.54E-03	ACTG1,FOS,JUNB,MALAT1	8 (3)
MED1	 	transcription regulator	 	 	 	1.56E-03	MYC,NFKBIA,PIM1	 
trichostatin A	 	chemical drug	 	-1.401	 	1.61E-03	FOS,MYC,NFKBIA,PIM1,TMSB10/TMSB4X,TRA2B	13 (13)
PP1	 	chemical - kinase inhibitor	 	 	 	1.61E-03	FOS,MYC	14 (14)
conjugated linoleic acid	 	chemical drug	 	 	 	1.61E-03	FOS,SOCS3	 
PLAUR	 	transmembrane receptor	 	 	 	1.61E-03	JUNB,MYC	7 (7)
F7	 	peptidase	 	 	 	1.61E-03	FOS,MYC	14 (12)
TLR7/8	 	group	 	 	 	1.61E-03	NFKBIA,NFKBIZ	 
benzyl isothiocyanate	 	chemical - endogenous non-mammalian	 	 	 	1.61E-03	FOS,MYC	 
pentoxifylline	 	chemical drug	 	 	 	1.61E-03	FOS,NFKBIA	 
CD38	 	enzyme	 	 	 	1.62E-03	PDK1,PIM1,SOCS3	 
bucladesine	 	chemical toxicant	 	1.833	 	1.66E-03	FOS,JUNB,MYC,SOCS3	16 (19)
IRS2	 	enzyme	 	 	 	1.69E-03	FOS,MYC	16 (17)
FLT3	 	kinase	 	 	 	1.69E-03	MYC,PIM1	 
phenacetin	 	chemical drug	 	 	 	1.69E-03	MYC,TMSB10/TMSB4X	 
SAHM1	 	chemical reagent	 	 	 	1.69E-03	MYC,PDK1	 
MRTFB	 	transcription regulator	 	 	 	1.70E-03	ACTG1,ARID5B,NFKBIZ	3 (2)
MAPK9	 	kinase	 	 	 	1.70E-03	FOS,JUNB,MYC	18 (21)
EIF4E	 	translation regulator	 	 	 	1.70E-03	MYC,NFKBIA,PIM1	 
mono-(2-ethylhexyl)phthalate	 	chemical toxicant	 	 	 	1.70E-03	FOS,JUNB,PDK1	 
Ap1	 	complex	 	 	 	1.73E-03	FOS,KLF9,MYC	 
RARA	 	ligand-dependent nuclear receptor	 	 	 	1.76E-03	FOS,HLA-C,MYC,SFPQ	 
nitrofurantoin	 	chemical drug	 	 	 	1.76E-03	ACTG1,MYC,NFKBIA	 
mir-30	 	microRNA	 	 	 	1.77E-03	ARID5B,KLF9	 
ouabain	 	chemical drug	 	 	 	1.77E-03	FOS,HSPA8	 
Hdac	 	group	 	 	 	1.79E-03	FOS,KLF9,MYC	4 (4)
AHR	 	ligand-dependent nuclear receptor	 	1.172	 	1.83E-03	FOS,JUNB,MYC,SOCS3	17 (19)
TNC	 	other	 	 	 	1.85E-03	FOS,MYC	7 (10)
CDK2	 	kinase	 	 	 	1.85E-03	FOS,MYC	6 (8)
TXN	 	enzyme	 	 	 	1.85E-03	FOS,NFKBIA	 
Salmonella enterica serotype abortus equi lipopolysaccharide	 	chemical toxicant	 	 	 	1.86E-03	IL7R,NFKBIZ,SOCS3	 
5-azacytidine	 	chemical drug	 	 	 	1.89E-03	HSPA8,MYC,SOCS3	 
PTH	 	other	 	 	 	1.92E-03	AHNAK,FOS,SOCS3	 
RBM5	 	other	 	 	 	1.94E-03	CD69,PIM1	 
HDAC6	 	transcription regulator	 	 	 	1.94E-03	JUNB,MYC	5 (6)
zVAD-FMK	 	chemical - protease inhibitor	 	 	 	1.94E-03	FOS,IL6ST	 
CX3CR1	 	G-protein coupled receptor	 	 	 	1.98E-03	FOS,H3-3A/H3-3B,SFPQ	 
docosahexaenoic acid	 	chemical drug	 	 	 	2.02E-03	FOS,MYC,SOCS3	16 (19)
HOTAIR	 	other	 	 	 	2.02E-03	MYC,NFKBIA	 
EGR3	 	transcription regulator	 	 	 	2.02E-03	MYC,SOCS3	 
PRKACA	 	kinase	 	 	 	2.02E-03	MYC,SOCS3	8 (6)
FAS	 	transmembrane receptor	 	 	 	2.04E-03	FOS,LTB,NFKBIA,STK17B	8 (7)
ADIPOQ	 	other	 	 	 	2.05E-03	FOS,NFKBIA,SOCS3	16 (21)
FGF21	 	growth factor	 	 	 	2.11E-03	FOS,MYLIP	 
LRP6	 	transmembrane receptor	 	 	 	2.11E-03	FOS,MYC	12 (8)
TNFAIP3	 	enzyme	 	 	 	2.11E-03	NFKBIA,SOCS3	 
FYN	 	kinase	 	 	 	2.11E-03	FOS,SOCS3	12 (9)
MTA1	 	transcription regulator	 	 	 	2.11E-03	GPRIN3,MYC	 
IL21	 	cytokine	 	 	 	2.12E-03	CD69,IL7R,SOCS3	12 (8)
metformin	 	chemical drug	 	 	 	2.12E-03	FOS,MYC,NFKBIA	18 (22)
LEPR	 	transmembrane receptor	 	 	 	2.15E-03	FOS,SOCS3,STK17B	6 (2)
TEAD3	 	transcription regulator	 	 	 	2.20E-03	ARID5B,NFKBIZ	 
MYBL2	 	transcription regulator	 	 	 	2.20E-03	HSPA8,MYC	 
ADRA1B	 	G-protein coupled receptor	 	 	 	2.20E-03	FOS,IL6ST	 
ADRA1D	 	G-protein coupled receptor	 	 	 	2.20E-03	FOS,IL6ST	 
JAK3	 	kinase	 	 	 	2.20E-03	IL7R,SOCS3	 
herbimycin	 	chemical - kinase inhibitor	 	 	 	2.20E-03	FOS,JUNB	10 (13)
BRCA1	 	transcription regulator	 	 	 	2.22E-03	H3-3A/H3-3B,MYC,SFPQ	 
S100A8	 	other	 	 	 	2.26E-03	CD69,NFKBIA,SOCS3	 
ITGA5	 	transmembrane receptor	 	 	 	2.29E-03	FOS,JUNB	7 (8)
APLN	 	other	 	 	 	2.29E-03	FOS,MYC	5 (7)
CD86	 	transmembrane receptor	 	 	 	2.29E-03	CD69,NFKBIA	 
2-bromoethylamine	 	chemical reagent	 	 	 	2.29E-03	MYC,TMSB10/TMSB4X	 
IRF9	 	transcription regulator	 	 	 	2.29E-03	CD69,SOCS3	 
BAPTA-AM	 	chemical reagent	 	 	 	2.29E-03	FOS,SOCS3	14 (10)
TLR4	 	transmembrane receptor	 	1.949	bias	2.31E-03	MYC,NFKBIA,NFKBIZ,SOCS3	15 (15)
acetaminophen	 	chemical drug	 	 	 	2.36E-03	ACTG1,MYC,SOCS3	 
RETN	 	other	 	 	 	2.39E-03	FOS,SOCS3	 
thyroid hormone	 	chemical - endogenous mammalian	 	 	 	2.40E-03	FOS,KLF9,MYC	5 (8)
EZH2	 	transcription regulator	 	0.786	 	2.46E-03	LTB,MYC,NFKBIA,SOCS3	8 (7)
DGCR8	 	enzyme	 	 	 	2.48E-03	FOS,MYC	 
ADRA1A	 	G-protein coupled receptor	 	 	 	2.48E-03	FOS,IL6ST	 
BRD2	 	kinase	 	 	 	2.48E-03	IL7R,MYC	 
TEAD2	 	transcription regulator	 	 	 	2.48E-03	ARID5B,NFKBIZ	 
D-glucose	 	chemical - endogenous mammalian	Activated	2.178	 	2.49E-03	FOS,IL6ST,JUNB,MYC,PDK1	15 (17)
PDX1	 	transcription regulator	 	 	 	2.55E-03	ACTG1,JUNB,MYC	 
galactosylceramide-alpha	 	chemical reagent	 	 	 	2.58E-03	CD69,JUNB	 
ZBTB20	 	transcription regulator	 	 	 	2.58E-03	NFKBIA,SOCS3	 
IGFBP2	 	other	 	 	 	2.58E-03	MALAT1,MYC	 
nitroprusside	 	chemical drug	 	 	 	2.58E-03	FOS,MYC	16 (18)
MAPK14	 	kinase	 	 	 	2.63E-03	FOS,JUNB,SOCS3	18 (18)
Rock	 	group	 	 	 	2.68E-03	FOS,MYC	11 (13)
GHR	 	transmembrane receptor	 	 	 	2.68E-03	MYC,SOCS3	12 (7)
CD5	 	transmembrane receptor	 	 	 	2.68E-03	CD69,PIM1	 
nicotine	 	chemical drug	 	 	 	2.71E-03	FOS,HSPA8,JUNB	 
CASP8	 	peptidase	 	 	 	2.78E-03	CD69,FOS	 
DETA-NONOate	 	chemical reagent	 	 	 	2.78E-03	FOS,MYC	6 (3)
thapsigargin	 	chemical toxicant	 	 	 	2.87E-03	FOS,MYC,NFKBIA	14 (18)
PIM1	0.373	kinase	 	 	 	2.88E-03	MYC,PIM1	 
anisomycin	 	chemical - endogenous non-mammalian	 	 	 	2.88E-03	FOS,JUNB	10 (11)
ginsenoside Rh2	 	chemical - endogenous non-mammalian	 	 	 	2.90E-03	FOS	 
lonaprisan	 	chemical drug	 	 	 	2.90E-03	MYC	 
Cofilin	 	group	 	 	 	2.90E-03	MYC	 
Tap	 	complex	 	 	 	2.90E-03	HLA-E	 
MSK1/2	 	group	 	 	 	2.90E-03	FOS	 
PLA2	 	group	 	 	 	2.90E-03	FOS	 
Rbp	 	group	 	 	 	2.90E-03	SOCS3	 
NPS	 	other	 	 	 	2.90E-03	FOS	 
Rps15a-ps4	 	other	 	 	 	2.90E-03	NFKBIA	 
RBMS3	 	other	 	 	 	2.90E-03	MYC	 
FAM168A	 	other	 	 	 	2.90E-03	NFKBIA	 
ADRM1	 	other	 	 	 	2.90E-03	NFKBIA	 
FBXO25	 	enzyme	 	 	 	2.90E-03	FOS	 
RPRD1B	 	other	 	 	 	2.90E-03	MYC	 
CCDC88C	 	other	 	 	 	2.90E-03	MYC	 
TRIM71	 	enzyme	 	 	 	2.90E-03	MYC	 
BCAS3	 	other	 	 	 	2.90E-03	MYC	 
USP36	 	peptidase	 	 	 	2.90E-03	MYC	 
carbimazole	 	chemical drug	 	 	 	2.90E-03	CD69	 
PACS2	 	other	 	 	 	2.90E-03	HLA-C	 
CTNNβ-LEF1	 	complex	 	 	 	2.90E-03	MYC	 
Gm-Csf Receptor	 	complex	 	 	 	2.90E-03	MYC	 
STAT3/5	 	group	 	 	 	2.90E-03	PIM1	 
EIF4F	 	complex	 	 	 	2.90E-03	MYC	 
INTERLEUKIN	 	group	 	 	 	2.90E-03	FOS	 
NOSIP	 	other	 	 	 	2.90E-03	MYC	 
dibromoacetic acid	 	chemical toxicant	 	 	 	2.90E-03	MYC	 
MAPK8IP2	 	other	 	 	 	2.90E-03	FOS	 
CSDE1	 	enzyme	 	 	 	2.90E-03	MYC	 
PTPA	 	phosphatase	 	 	 	2.90E-03	MYC	 
AMD1	 	enzyme	 	 	 	2.90E-03	MYC	 
NMB	 	other	 	 	 	2.90E-03	FOS	 
STAM	 	other	 	 	 	2.90E-03	MYC	 
miR-296-3p (miRNAs w/seed AGGGUUG)	 	mature microRNA	 	 	 	2.90E-03	JUNB	 
miR-185-3p (and other miRNAs w/seed GGGGCUG)	 	mature microRNA	 	 	 	2.90E-03	MYC	 
mir-331	 	microRNA	 	 	 	2.90E-03	MYC	 
mir-105	 	microRNA	 	 	 	2.90E-03	MYC	 
CENPX	 	other	 	 	 	2.90E-03	MYC	 
RPL15	 	other	 	 	 	2.90E-03	MYC	 
REG3A	 	enzyme	 	 	 	2.90E-03	SOCS3	 
KIR2DS2 (includes others)	 	transmembrane receptor	 	 	 	2.90E-03	CD69	 
ARHGEF28	 	other	 	 	 	2.90E-03	FOS	 
GAD1	 	enzyme	 	 	 	2.90E-03	FOS	 
POU4F3	 	transcription regulator	 	 	 	2.90E-03	FOS	 
GABRG2	 	ion channel	 	 	 	2.90E-03	FOS	 
WASHC1	 	other	 	 	 	2.90E-03	MYC	 
PTPRT	 	phosphatase	 	 	 	2.90E-03	SOCS3	 
RAMP3	 	other	 	 	 	2.90E-03	FOS	 
TH	 	enzyme	 	 	 	2.90E-03	FOS	 
RPA2	 	other	 	 	 	2.90E-03	MYC	 
RPS25	 	other	 	 	 	2.90E-03	MYC	 
STAMBP	 	enzyme	 	 	 	2.90E-03	MYC	 
GRAP	 	other	 	 	 	2.90E-03	FOS	 
UBE2V1	 	transcription regulator	 	 	 	2.90E-03	FOS	 
PPP2R5A	 	phosphatase	 	 	 	2.90E-03	MYC	 
RAMAC	 	other	 	 	 	2.90E-03	MYC	 
STYX	 	phosphatase	 	 	 	2.90E-03	MYC	 
1-(3-chlorophenyl)piperazine	 	chemical drug	 	 	 	2.90E-03	FOS	 
3-iodobenzylguanidine	 	chemical drug	 	 	 	2.90E-03	MYC	 
NPC 15437	 	chemical - kinase inhibitor	 	 	 	2.90E-03	FOS	 
phenoxyacetic acid	 	chemical reagent	 	 	 	2.90E-03	MYC	 
butyrine	 	chemical - endogenous mammalian	 	 	 	2.90E-03	MYC	 
(S)-flurbiprofen	 	chemical drug	 	 	 	2.90E-03	JUNB	 
chlordiazepoxide	 	chemical drug	 	 	 	2.90E-03	FOS	 
butylbenzyl phthalate	 	chemical toxicant	 	 	 	2.90E-03	MYC	 
nisoldipine	 	chemical drug	 	 	 	2.90E-03	FOS	 
yoda1	 	chemical reagent	 	 	 	2.90E-03	CD69	 
dehydrocostus lactone	 	chemical - endogenous non-mammalian	 	 	 	2.90E-03	MYC	 
tegaserod	 	chemical drug	 	 	 	2.90E-03	FOS	 
veratridine	 	chemical toxicant	 	 	 	2.90E-03	FOS	 
teleocidins	 	chemical toxicant	 	 	 	2.90E-03	FOS	 
5-oxo-6-8-11-14-(e,z,z,z)-eicosatetraenoic acid	 	chemical - endogenous mammalian	 	 	 	2.90E-03	MYC	 
5-thio-D-glucose	 	chemical reagent	 	 	 	2.90E-03	FOS	 
lactacystin	 	chemical - protease inhibitor	 	 	 	2.95E-03	CD69,HLA-C,NFKBIA	 
di(2-ethylhexyl) phthalate	 	chemical toxicant	 	 	 	2.99E-03	FOS,MYC	 
glucagon	 	biologic drug	 	 	 	2.99E-03	AHNAK,FOS	 
IRF3	 	transcription regulator	 	 	 	3.04E-03	AHNAK,CD69,JUNB	 
OGA	 	enzyme	 	1.000	 	3.07E-03	ACTG1,IL6ST,PDK1,SOCS3	 
hexachlorobenzene	 	chemical toxicant	 	 	 	3.09E-03	MYC,TMSB10/TMSB4X	 
GNAS	 	enzyme	 	 	 	3.09E-03	FOS,MYC	7 (10)
SERPINF1	 	other	 	 	 	3.09E-03	MYC,NFKBIA	 
MAP2K7	 	kinase	 	 	 	3.09E-03	JUNB,MYC	7 (4)
GNRH1	 	other	 	 	 	3.09E-03	FOS,JUNB	10 (9)
luteolin	 	chemical drug	 	 	 	3.09E-03	FOS,MYC	7 (9)
FGF2	 	growth factor	 	1.984	 	3.13E-03	FOS,JUNB,MYC,SOCS3	15 (17)
miR-145-5p (and other miRNAs w/seed UCCAGUU)	 	mature microRNA	 	 	 	3.20E-03	AHNAK,MYC	 
IFNA1/IFNA13	 	cytokine	 	 	 	3.20E-03	CD69,MYC	 
CpG ODN 1668	 	chemical reagent	 	 	 	3.20E-03	CD69,SOCS3	2 (2)
N-methyl-D-aspartate	 	chemical drug	 	 	 	3.20E-03	FOS,MYC	8 (13)
ELAVL1	 	other	 	 	 	3.21E-03	FOS,MYC,NFKBIA	 
PRKCB	 	kinase	 	 	 	3.31E-03	FOS,MYC	16 (19)
sodium arsenite	 	chemical drug	 	 	 	3.31E-03	FOS,SOCS3	12 (10)
HIF1A	 	transcription regulator	 	0.728	bias	3.34E-03	FOS,MYC,PDK1,SOCS3	18 (21)
atorvastatin	 	chemical drug	 	 	 	3.39E-03	CD69,FOS,JUNB	20 (17)
BNIP3L	 	other	 	 	 	3.42E-03	LTB,NFKBIA	 
GPS2	 	transcription regulator	 	 	 	3.42E-03	MYC,NFKBIA	 
diphenyleneiodonium	 	chemical reagent	 	 	 	3.42E-03	FOS,TRA2B	 
chloroquine	 	chemical drug	 	 	 	3.42E-03	CD69,SOCS3	 
cadmium chloride	 	chemical toxicant	 	 	 	3.42E-03	FOS,MYC	 
thioctic acid	 	chemical drug	 	 	 	3.42E-03	FOS,MYC	13 (11)
FBXW7	 	enzyme	 	 	 	3.53E-03	HSPA8,MYC	 
ELK1	 	transcription regulator	 	 	 	3.53E-03	FOS,JUNB	 
forskolin	 	chemical toxicant	Activated	2.076	 	3.63E-03	FOS,H3-3A/H3-3B,JUNB,MYC,NFKBIA	18 (16)
CSHL1	 	growth factor	 	 	 	3.65E-03	FOS,SOCS3	13 (11)
rotenone	 	chemical toxicant	 	 	 	3.76E-03	FOS,PDK1	 
TLR7	 	transmembrane receptor	 	 	 	3.76E-03	CD69,JUNB,NFKBIA	13 (7)
pirinixic acid	 	chemical toxicant	 	 	 	3.78E-03	HLA-E,JUNB,MYC,NFKBIA	15 (14)
HSF1	 	transcription regulator	 	 	 	3.81E-03	HSPA8,IL7R,TRA2B	 
MMP12	 	peptidase	 	 	 	3.88E-03	IL6ST,NFKBIA	 
BCL11B	 	transcription regulator	 	 	 	3.88E-03	IL7R,LTB	 
gentamicin C	 	chemical drug	 	 	 	3.88E-03	MYC,TMSB10/TMSB4X	 
lomustine	 	chemical drug	 	 	 	3.88E-03	MYC,TMSB10/TMSB4X	 
cyclosporin A	 	biologic drug	 	-1.179	 	3.90E-03	FOS,MYC,NFKBIA,TMSB10/TMSB4X	17 (20)
NKX2-3	 	transcription regulator	 	 	 	3.91E-03	GIMAP7,HLA-C,IL7R	 
CEBPA	 	transcription regulator	 	 	 	3.96E-03	FOS,JUNB,MYC,SOCS3	16 (14)
carbon tetrachloride	 	chemical toxicant	 	 	 	3.96E-03	FOS,JUNB,MYC	16 (19)
PDGFB	 	growth factor	 	 	 	4.00E-03	FOS,MYC	13 (17)
MUC1	 	other	 	 	 	4.00E-03	MYC,NFKBIA	 
Go 6976	 	chemical - kinase inhibitor	 	 	 	4.00E-03	FOS,NFKBIA	9 (7)
LEF1	 	transcription regulator	 	 	 	4.12E-03	IL7R,MYC	 
EGLN1	 	enzyme	 	 	 	4.12E-03	MYC,PDK1	 
triamterene	 	chemical drug	 	 	 	4.12E-03	MYC,TMSB10/TMSB4X	 
caffeine	 	chemical drug	 	 	 	4.12E-03	FOS,JUNB	10 (8)
FOXO1	 	transcription regulator	 	-0.472	 	4.15E-03	FOS,IL7R,JUNB,MYC	17 (18)
AGN194204	 	chemical drug	 	 	 	4.22E-03	IL7R,MYC,PIM1	 
ATP-gamma-S	 	chemical reagent	 	 	 	4.24E-03	CD69,IL7R	 
CIP2A	 	other	 	 	 	4.24E-03	MYC,PDK1	 
SHC1	 	other	 	 	 	4.24E-03	CD69,FOS	 
PKM	 	kinase	 	 	 	4.24E-03	MYC,PDK1	 
cytarabine	 	chemical drug	 	 	 	4.24E-03	CD69,LTB	 
LEP	 	growth factor	 	1.928	 	4.25E-03	FOS,JUNB,MYC,SOCS3	16 (17)
PPARA	 	ligand-dependent nuclear receptor	 	 	 	4.28E-03	FOS,HLA-E,MYC,NFKBIA	14 (11)
Rp-8-Br-cGMPS	 	chemical - kinase inhibitor	 	 	 	4.34E-03	FOS	 
thioguanine	 	chemical drug	 	 	 	4.34E-03	MYC	 
trapidil	 	chemical drug	 	 	 	4.34E-03	PIM1	 
cyanovirin-N	 	biologic drug	 	 	 	4.34E-03	CD69	 
DUB	 	group	 	 	 	4.34E-03	MYLIP	 
PLC gamma	 	group	 	 	 	4.34E-03	MYC	 
Stat1-Stat3	 	complex	 	 	 	4.34E-03	FOS	 
Esr1-Estrogen-Sp1	 	complex	 	 	 	4.34E-03	FOS	 
sethoxydim	 	chemical toxicant	 	 	 	4.34E-03	MYC	 
cetylpyridinium	 	chemical drug	 	 	 	4.34E-03	FOS	 
FAM49B	 	other	 	 	 	4.34E-03	CD69	 
LZTS2	 	other	 	 	 	4.34E-03	MYC	 
PIEZO1	 	ion channel	 	 	 	4.34E-03	CD69	 
NIBAN2	 	transcription regulator	 	 	 	4.34E-03	MYC	 
IL10R	 	group	 	 	 	4.34E-03	SOCS3	 
H1-3	 	other	 	 	 	4.34E-03	MYC	 
PRR7	 	other	 	 	 	4.34E-03	CD69	 
CNOT1	 	other	 	 	 	4.34E-03	MYC	 
C1QL1	 	other	 	 	 	4.34E-03	FOS	 
ZNF300	 	transcription regulator	 	 	 	4.34E-03	MYC	 
potassium channel	 	group	 	 	 	4.34E-03	FOS	 
PVT1	 	other	 	 	 	4.34E-03	MYC	 
ATP1A2	 	transporter	 	 	 	4.34E-03	FOS	 
ADI PEG20	 	biologic drug	 	 	 	4.34E-03	MYC	 
Gap	 	group	 	 	 	4.34E-03	FOS	 
SRGAP1	 	other	 	 	 	4.34E-03	MYC	 
GPC3	 	other	 	 	 	4.34E-03	MYC	 
SIT1	 	other	 	 	 	4.34E-03	CD69	 
PURB	 	transcription regulator	 	 	 	4.34E-03	MYC	 
YARS1	 	enzyme	 	 	 	4.34E-03	NFKBIA	 
SPTBN1	 	other	 	 	 	4.34E-03	FOS	 
BPTF	 	transcription regulator	 	 	 	4.34E-03	MYC	 
ARID1B	 	transcription regulator	 	 	 	4.34E-03	FOS	 
miR-2682-5p (and other miRNAs w/seed AGGCAGU)	 	mature microRNA	 	 	 	4.34E-03	MYC	 
mir-483	 	microRNA	 	 	 	4.34E-03	SOCS3	 
mir-383	 	microRNA	 	 	 	4.34E-03	MYC	 
SLC1A1	 	transporter	 	 	 	4.34E-03	FOS	 
RPS14	 	translation regulator	 	 	 	4.34E-03	MYC	 
ASS1	 	enzyme	 	 	 	4.34E-03	MYC	 
aurora kinase inhibitor III	 	chemical - kinase inhibitor	 	 	 	4.34E-03	FOS	 
SGI 1776	 	chemical drug	 	 	 	4.34E-03	MYC	 
IPH 2101	 	biologic drug	 	 	 	4.34E-03	CD69	 
FOXO6	 	transcription regulator	 	 	 	4.34E-03	MYC	 
NCOA5	 	other	 	 	 	4.34E-03	MYC	 
SCN1B	 	ion channel	 	 	 	4.34E-03	FOS	 
DOK2	 	other	 	 	 	4.34E-03	MYC	 
AHNAK	-0.463	other	 	 	 	4.34E-03	MYC	 
MED26	 	transcription regulator	 	 	 	4.34E-03	MYC	 
STRAP	 	other	 	 	 	4.34E-03	MYC	 
FDPS	 	enzyme	 	 	 	4.34E-03	CD69	 
TRAF7	 	enzyme	 	 	 	4.34E-03	MYC	 
STAG2	 	transcription regulator	 	 	 	4.34E-03	CD69	 
GCNT1	 	enzyme	 	 	 	4.34E-03	FOS	 
RGS3	 	enzyme	 	 	 	4.34E-03	MYC	 
CDK5R2	 	other	 	 	 	4.34E-03	FOS	 
INHBC	 	growth factor	 	 	 	4.34E-03	JUNB	 
STAM2	 	other	 	 	 	4.34E-03	MYC	 
ERC1	 	other	 	 	 	4.34E-03	NFKBIA	 
ARHGEF11	 	other	 	 	 	4.34E-03	FOS	 
RING1	 	transcription regulator	 	 	 	4.34E-03	FOS	 
EEF1A1	 	translation regulator	 	 	 	4.34E-03	MYC	 
Hspa1b	 	other	 	 	 	4.34E-03	FOS	 
RPL23A	 	other	 	 	 	4.34E-03	MYC	 
H1-1	 	other	 	 	 	4.34E-03	FOS	 
ATAD2	 	enzyme	 	 	 	4.34E-03	MYC	 
BCKDHA	 	enzyme	 	 	 	4.34E-03	MYC	 
umbralisib	 	chemical drug	 	 	 	4.34E-03	MYC	 
mir-297	 	microRNA	 	 	 	4.34E-03	JUNB	 
AZ-960	 	chemical reagent	 	 	 	4.34E-03	PIM1	 
lirilumab	 	biologic drug	 	 	 	4.34E-03	CD69	 
(E)-1-(2-nitrovinyl)naphthalene	 	chemical reagent	 	 	 	4.34E-03	MYC	 
(E)-9-(2-nitrovinyl)anthracene	 	chemical reagent	 	 	 	4.34E-03	MYC	 
nordihydrocapsiate	 	chemical reagent	 	 	 	4.34E-03	CD69	 
nitrous oxide	 	chemical drug	 	 	 	4.34E-03	FOS	 
mecamylamine	 	chemical drug	 	 	 	4.34E-03	FOS	 
amantadine	 	chemical drug	 	 	 	4.34E-03	FOS	 
2,2-dimethylbutyric acid	 	chemical drug	 	 	 	4.34E-03	MYC	 
p-chloroamphetamine	 	chemical drug	 	 	 	4.34E-03	FOS	 
oxotremorine	 	chemical drug	 	 	 	4.34E-03	FOS	 
ethyl ether	 	chemical reagent	 	 	 	4.34E-03	FOS	 
cycloserine	 	chemical drug	 	 	 	4.34E-03	FOS	 
protein phosphatase	 	complex	 	 	 	4.34E-03	PIM1	 
tarenflurbil	 	chemical drug	 	 	 	4.34E-03	JUNB	 
devazepide	 	chemical drug	 	 	 	4.34E-03	FOS	 
tamsulosin	 	chemical drug	 	 	 	4.34E-03	FOS	 
modafinil	 	chemical drug	 	 	 	4.34E-03	FOS	 
salsalate	 	chemical drug	 	 	 	4.34E-03	NFKBIA	 
3,7-dimethyl-1-propargylxanthine	 	chemical reagent	 	 	 	4.34E-03	FOS	 
AVI-4126	 	biologic drug	 	 	 	4.34E-03	MYC	 
L-alpha-hydroxyglutarate	 	chemical - endogenous mammalian	 	 	 	4.34E-03	IL7R	 
mir-15	 	microRNA	 	 	 	4.37E-03	CD69,PIM1	 
Map3k7	 	kinase	 	 	 	4.37E-03	NFKBIA,NFKBIZ	 
silibinin	 	chemical drug	 	 	 	4.37E-03	MYC,NFKBIA	4 (3)
calphostin C	 	chemical - kinase inhibitor	 	 	 	4.37E-03	FOS,MYC	15 (15)
3,3'-diindolylmethane	 	chemical drug	 	 	 	4.37E-03	HLA-C,NFKBIA	 
Mek	 	group	 	 	 	4.38E-03	FOS,JUNB,MYC	11 (17)
PRDM1	 	transcription regulator	 	 	 	4.43E-03	FOS,IL7R,MYC	14 (11)
NGF	 	growth factor	 	 	 	4.48E-03	FOS,JUNB,MYC	14 (19)
palmitic acid	 	chemical - endogenous mammalian	 	 	 	4.48E-03	FOS,NFKBIA,SOCS3	15 (16)
Raf	 	group	 	 	 	4.49E-03	FOS,MYC	7 (11)
TBX21	 	transcription regulator	 	 	 	4.49E-03	IL6ST,IL7R	 
fenamic acid	 	chemical reagent	 	 	 	4.49E-03	MYC,TMSB10/TMSB4X	 
TEAD1	 	transcription regulator	 	 	 	4.62E-03	ARID5B,NFKBIZ	 
bromobenzene	 	chemical toxicant	 	 	 	4.62E-03	FOS,MYC	 
2-deoxyglucose	 	chemical drug	 	 	 	4.62E-03	FOS,MYC	14 (13)
Histone h3	 	group	 	 	 	4.69E-03	CD69,FOS,NFKBIA,SOCS3	6 (2)
rosiglitazone	 	chemical drug	 	 	 	4.69E-03	FOS,IL7R,PDK1,SOCS3	15 (12)
DDX58	 	enzyme	 	 	 	4.75E-03	AHNAK,SOCS3	 
NFATC3	 	transcription regulator	 	 	 	4.75E-03	CD69,FOS	 
IKZF3	 	transcription regulator	 	 	 	4.75E-03	MYC,NFKBIZ	 
TP63	 	transcription regulator	 	 	 	4.76E-03	FOS,HSPA8,JUNB,MYC	20 (20)
REL	 	transcription regulator	 	 	 	4.82E-03	FOS,MYC,NFKBIA	9 (8)
ADAM17	 	peptidase	 	 	 	4.88E-03	IL6ST,SOCS3	 
MEF2D	 	transcription regulator	 	 	 	4.88E-03	FOS,JUNB	 
N-acetyl-L-cysteine	 	chemical drug	 	 	 	4.93E-03	FOS,MYC,NFKBIZ	10 (9)
RB1	 	transcription regulator	 	 	 	4.97E-03	FOS,MYC,NFKBIA,PIM1	18 (17)
heparin	 	chemical - endogenous mammalian	 	 	 	5.02E-03	FOS,IL6ST	 
phenylephrine	 	chemical drug	 	 	 	5.02E-03	FOS,MYC	14 (15)
SMAD4	 	transcription regulator	 	 	 	5.04E-03	FOS,MYC,NFKBIA	8 (7)
NOD2	 	other	 	 	 	5.15E-03	NFKBIA,SOCS3	 
Brd4	 	kinase	 	 	 	5.15E-03	HNRNPH1,MYC	 
methamphetamine	 	chemical drug	 	 	 	5.15E-03	FOS,MYC	3 (2)
