© 2000-2020 QIAGEN. All rights reserved.

Ingenuity Canonical Pathways	 -log(p-value)	Ratio	z-score	Molecules	
Induction of Apoptosis by HIV1	1.44E00	9.84E-02	0.000	BCL2,BIRC3,NFKBIA,SLC25A13,SLC25A6,TNFRSF1B	
GADD45 Signaling	1.4E00	1.58E-01	NaN	CCND3,CDK2,GADD45B	
HIF1α Signaling	1.39E00	7.96E-02	NaN	EGLN1,EP300,JUN,MAPK1,MMP11,PIK3CD,PIK3R1,RAP1B,RRAS2	
nNOS Signaling in Neurons	1.39E00	1.06E-01	NaN	CALM1 (includes others),CAPN7,CAPNS1,PRKCB,PRKCH	
Production of Nitric Oxide and Reactive Oxygen Species in Macrophages	1.36E00	6.91E-02	-0.302	CDC42,FNBP1,FOS,JUN,MAP3K13,MAPK1,NFKBIA,PIK3CD,PIK3R1,PRKCB,PRKCH,RAP1B,TNFRSF1B	
ATM Signaling	1.36E00	8.25E-02	0.000	ATF4,CBX3,CDK2,GADD45B,HP1BP3,JUN,NFKBIA,SMC3	
IL-17 Signaling	1.36E00	8.75E-02	NaN	JUN,MAPK1,PIK3CD,PIK3R1,RAP1B,RRAS2,TRAF3IP2	
Xenobiotic Metabolism Signaling	1.34E00	6.27E-02	NaN	ABCB1,EP300,FTL,GSTK1,HSP90B1,IL4I1,MAP3K13,MAPK1,MED1,NCOR2,NRIP1,PIK3CD,PIK3R1,PRKCB,PRKCH,RAF1,RAP1B,RRAS2	
Inhibition of Angiogenesis by TSP1	1.32E00	1.18E-01	0.000	CD47,JUN,MAPK1,TGFB1	
MIF-mediated Glucocorticoid Regulation	1.32E00	1.18E-01	0.000	CD74,MAPK1,NFKBIA,NR3C1	
IL-17A Signaling in Airway Cells	1.32E00	9.23E-02	-1.633	MAPK1,NFKBIA,PIK3CD,PIK3R1,PTEN,TRAF3IP2	
Nitric Oxide Signaling in the Cardiovascular System	1.32E00	8.08E-02	-1.414	CALM1 (includes others),HSP90B1,MAPK1,PDE3B,PIK3CD,PIK3R1,PRKCB,PRKCH	
Androgen Signaling	1.3E00	7.35E-02	0.378	CALM1 (includes others),CALR,DNAJB1,EP300,GNAI2,GNG2,JUN,MAPK1,PRKCB,PRKCH	
Iron homeostasis signaling pathway	1.28E00	7.3E-02	NaN	ATP6V1G1,CIAO1,FBXL5,FTL,ISCU,MAPK1,PCBP1,SKP1,TCIRG1,TFRC	
Neuropathic Pain Signaling In Dorsal Horn Neurons	1.28E00	7.92E-02	0.000	FOS,MAPK1,PDIA3,PIK3CD,PIK3R1,PLCL1,PRKCB,PRKCH	
TR/RXR Activation	1.27E00	8.33E-02	NaN	EP300,MED1,NCOR1,NCOR2,PDE3B,PIK3CD,PIK3R1	
FGF Signaling	1.27E00	8.33E-02	-1.890	ATF4,GRB2,MAPK1,PIK3CD,PIK3R1,PTPN11,RAF1	
Necroptosis Signaling Pathway	1.26E00	7.01E-02	-1.508	BIRC3,CAPN7,CAPNS1,RBL2,SLC25A13,SLC25A6,TNFRSF1B,TNIP1,TOMM7,UBC,VDAC2	
Ovarian Cancer Signaling	1.25E00	7.19E-02	-0.816	BCL2,CD44,MAPK1,PIK3CD,PIK3R1,PTEN,RAF1,RAP1B,RRAS2,TCF7	
SPINK1 General Cancer Pathway	1.22E00	8.7E-02	-0.816	MAPK1,PIK3CD,PIK3R1,RAF1,RAP1B,RRAS2	
Role of Osteoblasts, Osteoclasts and Chondrocytes in Rheumatoid Arthritis	1.19E00	6.36E-02	NaN	BCL2,BIRC3,CALM1 (includes others),FOS,IL18R1,JUN,MAPK1,NFATC2,NFKBIA,PIK3CD,PIK3R1,TCF7,TGFB1,TNFRSF1B	
Phagosome Formation	1.17E00	7.2E-02	NaN	CDC42,FNBP1,ITGA4,PDIA3,PIK3CD,PIK3R1,PLCL1,PRKCB,PRKCH	
Role of IL-17A in Arthritis	1.15E00	9.09E-02	NaN	CCL5,MAPK1,NFKBIA,PIK3CD,PIK3R1	
Spliceosomal Cycle	1.1E00	5E-01	NaN	U2AF1/U2AF1L5	
Dolichol and Dolichyl Phosphate Biosynthesis	1.1E00	5E-01	NaN	DHDDS	
Glutamine Degradation I	1.1E00	5E-01	NaN	GLS	
Tight Junction Signaling	1.09E00	6.55E-02	NaN	ACTG1,CDC42,CLDN12,FOS,JUN,MYL6,PTEN,SAFB,TGFB1,TNFRSF1B,VCL	
Mitochondrial Dysfunction	1.05E00	6.43E-02	NaN	ATP5F1B,ATPAF2,BCL2,COX6C,GSR,NDUFA4,NDUFAF1,SDHC,UQCR11,UQCRB,VDAC2	
Role of IL-17F in Allergic Inflammatory Airway Diseases	1.05E00	9.52E-02	0.000	ATF4,MAPK1,RAF1,TRAF3IP2	
Regulation of the Epithelial-Mesenchymal Transition Pathway	1.04E00	6.25E-02	NaN	ETS1,GRB2,MAPK1,PDGFD,PIK3CD,PIK3R1,PTPN11,RAF1,RAP1B,RRAS2,TCF7,TGFB1	
Xenobiotic Metabolism PXR Signaling Pathway	1.04E00	6.25E-02	0.000	ABCB1,CDK2,EP300,GSTK1,HSP90B1,IL4I1,MED1,NCOR1,NCOR2,NRIP1,PRKCB,PRKCH	
Colorectal Cancer Metastasis Signaling	1.04E00	5.93E-02	-0.905	CDC42,FNBP1,FOS,GNG2,GRB2,GRK3,JUN,MAPK1,MMP11,PIK3CD,PIK3R1,RAP1B,RRAS2,TCF7,TGFB1	
Communication between Innate and Adaptive Immune Cells	1.02E00	7.29E-02	NaN	B2M,CCL5,CD83,CD8A,HLA-C,HLA-E,IGHA1	
Assembly of RNA Polymerase III Complex	1.02E00	1.54E-01	NaN	BDP1,GTF3A	
Autophagy	9.96E-01	8.2E-02	NaN	BCL2,CTSC,CTSW,LAMP1,VPS16	
BEX2 Signaling Pathway	9.96E-01	7.59E-02	0.447	BCL2,JUN,LGALS1,NFKBIA,PTEN,TCF7	
Apelin Pancreas Signaling Pathway	9.91E-01	9.09E-02	-2.000	ERN1,PDE3B,PIK3CD,PIK3R1	
IL-23 Signaling Pathway	9.91E-01	9.09E-02	-1.000	NFKBIA,PIK3CD,PIK3R1,STAT4	
Role of PKR in Interferon Induction and Antiviral Response	9.87E-01	6.84E-02	0.707	FOS,HMGB1,HSP90B1,HSPA8,JUN,MAPK1,NFKBIA,PDGFD	
Role of MAPK Signaling in the Pathogenesis of Influenza	9.75E-01	7.5E-02	NaN	BCL2,CCL5,MAPK1,RAF1,RAP1B,RRAS2	
Phenylalanine Degradation IV (Mammalian, via Side Chain)	9.67E-01	1.43E-01	NaN	ACSF3,IL4I1	
Activation of IRF by Cytosolic Pattern Recognition Receptors	9.51E-01	7.94E-02	0.447	ADAR,JUN,LTA,NFKBIA,TANK	
FAT10 Cancer Signaling Pathway	9.39E-01	8.7E-02	0.000	NFKBIA,TGFB1,TGFBR3,TNFRSF1B	
Diphthamide Biosynthesis	9.32E-01	3.33E-01	NaN	EEF2	
Oxidized GTP and dGTP Detoxification	9.32E-01	3.33E-01	NaN	DDX6	
S-adenosyl-L-methionine Biosynthesis	9.32E-01	3.33E-01	NaN	MAT2B	
Graft-versus-Host Disease Signaling	8.89E-01	8.33E-02	NaN	HLA-C,HLA-DOA,HLA-E,PRF1	
HIPPO signaling	8.83E-01	7.06E-02	-1.000	CD44,DLG1,LATS1,SKP1,YWHAQ,YWHAZ	
BMP signaling pathway	8.83E-01	7.06E-02	0.000	GRB2,JUN,MAPK1,RAF1,RAP1B,RRAS2	
Calcium Signaling	8.73E-01	5.83E-02	-1.890	ATF4,ATP2B4,CALM1 (includes others),CALR,EP300,HDAC1,MAPK1,MYL6,NFATC2,RAP1B,RCAN3,TPM4	
Hepatic Fibrosis / Hepatic Stellate Cell Activation	8.66E-01	5.91E-02	NaN	BCL2,CCL5,COL5A1,COL5A3,IGF1R,IL10RA,KLF6,MYL6,PDGFD,TGFB1,TNFRSF1B	
Granzyme B Signaling	8.66E-01	1.25E-01	NaN	PARP1,PRF1	
Chondroitin Sulfate Degradation (Metazoa)	8.66E-01	1.25E-01	NaN	HEXB,OGA	
Glutaryl-CoA Degradation	8.66E-01	1.25E-01	NaN	GCDH,HADHA	
Sirtuin Signaling Pathway	8.66E-01	5.5E-02	-0.577	ATP5F1B,BPGM,GADD45B,GLS,H1-10,H1-3,JUN,MAPK1,NDUFA4,NDUFAF1,PARP1,SDHC,SLC25A6,SOD1,TOMM7,VDAC2	
Autoimmune Thyroid Disease Signaling	8.63E-01	8.16E-02	NaN	HLA-C,HLA-DOA,HLA-E,PRF1	
Hematopoiesis from Pluripotent Stem Cells	8.63E-01	8.16E-02	NaN	CD3D,CD3G,CD8A,IGHA1	
4-1BB Signaling in T Lymphocytes	8.57E-01	9.38E-02	NaN	JUN,MAPK1,NFKBIA	
G-Protein Coupled Receptor Signaling	8.48E-01	5.51E-02	NaN	ATF4,GDE1,GNAI2,GRB2,MAPK1,MPPE1,NFKBIA,PDE3B,PIK3CD,PIK3R1,PRKCB,RAF1,RAP1B,RRAS2,SYNGAP1	
IL-10 Signaling	8.3E-01	7.25E-02	NaN	FOS,IL10RA,JUN,MAPK1,NFKBIA	
Circadian Rhythm Signaling	8.3E-01	9.09E-02	NaN	ATF4,BHLHE40,PER1	
Dermatan Sulfate Degradation (Metazoa)	8.24E-01	1.18E-01	NaN	HEXB,OGA	
PRPP Biosynthesis I	8.15E-01	2.5E-01	NaN	PRPS2	
Ascorbate Recycling (Cytosolic)	8.15E-01	2.5E-01	NaN	GLRX	
Melatonin Degradation II	8.15E-01	2.5E-01	NaN	IL4I1	
Oxidative Phosphorylation	8.12E-01	6.42E-02	-0.378	ATP5F1B,ATPAF2,COX6C,NDUFA4,SDHC,UQCR11,UQCRB	
Factors Promoting Cardiogenesis in Vertebrates	8.04E-01	6E-02	0.333	ATF4,PDIA3,PLCL1,PRKCB,PRKCH,ROCK1,TCF7,TGFB1,TGFBR3	
AMPK Signaling	7.9E-01	5.61E-02	-1.134	ARID1A,ARID2,ATF4,BRD7,EEF2,EP300,EPM2A,MAPK1,PIK3CD,PIK3R1,RAB1A,SMARCA4	
IL-1 Signaling	7.85E-01	6.59E-02	1.000	FOS,GNAI2,GNG2,JUN,MAPK1,NFKBIA	
D-myo-inositol (1,3,4)-trisphosphate Biosynthesis	7.85E-01	1.11E-01	NaN	INPP5B,PTEN	
FAT10 Signaling Pathway	7.85E-01	1.11E-01	NaN	HTT,PSME2	
CD27 Signaling in Lymphocytes	7.77E-01	7.55E-02	NaN	FOS,JUN,MAP3K13,NFKBIA	
B Cell Development	7.5E-01	8.33E-02	NaN	HLA-DOA,PTPRC,SPN	
2-ketoglutarate Dehydrogenase Complex	7.28E-01	2E-01	NaN	DHTKD1	
FcγRIIB Signaling in B Lymphocytes	7.26E-01	6.67E-02	-1.342	GRB2,PIK3CD,PIK3R1,RAP1B,RRAS2	
Docosahexaenoic Acid (DHA) Signaling	7.01E-01	7.89E-02	NaN	BCL2,PIK3CD,PIK3R1	
Glutamate Receptor Signaling	6.99E-01	7.02E-02	NaN	CALM1 (includes others),GLS,GNG2,SLC38A1	
Role of NANOG in Mammalian Embryonic Stem Cell Pluripotency	6.8E-01	5.88E-02	-1.134	GRB2,MAPK1,PIK3CD,PIK3R1,RAF1,RAP1B,RRAS2	
Dopamine-DARPP32 Feedback in cAMP Signaling	6.62E-01	5.52E-02	1.000	ATF4,CALM1 (includes others),CSNK1G2,CSNK1G3,GNAI2,PDIA3,PLCL1,PRKCB,PRKCH	
Type II Diabetes Mellitus Signaling	6.58E-01	5.63E-02	-1.414	ADIPOR2,MAPK1,NFKBIA,PIK3CD,PIK3R1,PRKCB,PRKCH,TNFRSF1B	
Zymosterol Biosynthesis	6.58E-01	1.67E-01	NaN	LBR	
Rapoport-Luebering Glycolytic Shunt	6.58E-01	1.67E-01	NaN	BPGM	
Lactose Degradation III	6.58E-01	1.67E-01	NaN	PSAP	
Role of BRCA1 in DNA Damage Response	6.5E-01	6.25E-02	NaN	ARID1A,ARID2,BRD7,RBL2,SMARCA4	
Polyamine Regulation in Colon Cancer	6.5E-01	9.09E-02	NaN	OAZ1,PSME2	
PCP pathway	6.46E-01	6.67E-02	1.000	JUN,JUNB,JUND,ROCK1	
Mechanisms of Viral Exit from Host Cells	6.36E-01	7.32E-02	NaN	ACTG1,PRKCB,PRKCH	
Synaptic Long Term Depression	6.22E-01	5.29E-02	0.632	GNAI2,IGF1R,MAPK1,PDIA3,PLCL1,PRKCB,PRKCH,RAF1,RAP1B,RRAS2	
Superpathway of D-myo-inositol (1,4,5)-trisphosphate Metabolism	6.22E-01	8.7E-02	NaN	INPP5B,PTEN	
Tryptophan Degradation III (Eukaryotic)	6.22E-01	8.7E-02	NaN	GCDH,HADHA	
Xenobiotic Metabolism CAR Signaling Pathway	6.22E-01	5.29E-02	-0.632	ABCB1,EP300,GSTK1,HSP90B1,MAPK1,MED1,NRIP1,PRKCB,PRKCH,RACK1	
Wnt/Ca+ pathway	6.14E-01	6.45E-02	0.000	ATF4,NFATC2,PDIA3,PLCL1	
Gαi Signaling	6.11E-01	5.6E-02	-1.134	GNAI2,GNG2,GRB2,MAPK1,RAF1,RAP1B,RRAS2	
tRNA Splicing	5.97E-01	6.98E-02	NaN	GDE1,MPPE1,PDE3B	
BAG2 Signaling Pathway	5.97E-01	6.98E-02	NaN	HSPA8,MAPK1,PSME2	
Tumoricidal Function of Hepatic Natural Killer Cells	5.95E-01	8.33E-02	NaN	ITGAL,PRF1	
Glutathione Redox Reactions I	5.95E-01	8.33E-02	NaN	GSR,GSTK1	
TCA Cycle II (Eukaryotic)	5.95E-01	8.33E-02	NaN	DHTKD1,SDHC	
Vitamin-C Transport	5.95E-01	8.33E-02	NaN	GLRX,SLC23A2	
Role of RIG1-like Receptors in Antiviral Innate Immunity	5.78E-01	6.82E-02	NaN	EP300,NFKBIA,TANK	
Role of JAK family kinases in IL-6-type Cytokine Signaling	5.7E-01	8E-02	NaN	MAPK1,PTPN11	
D-myo-inositol (1,4,5)-Trisphosphate Biosynthesis	5.7E-01	8E-02	NaN	PIP4K2A,PIP4K2C	
Allograft Rejection Signaling	5.69E-01	5.81E-02	NaN	B2M,HLA-C,HLA-DOA,HLA-E,PRF1	
Mitotic Roles of Polo-Like Kinase	5.54E-01	6.06E-02	NaN	CDC25B,HSP90B1,SMC3,TGFB1	
Antioxidant Action of Vitamin C	5.51E-01	5.5E-02	-1.000	GLRX,MAPK1,NFKBIA,PDIA3,PLCL1,SLC23A2	
Superoxide Radicals Degradation	5.5E-01	1.25E-01	NaN	SOD1	
Salvage Pathways of Pyrimidine Deoxyribonucleotides	5.5E-01	1.25E-01	NaN	APOBEC3G	
Estrogen-mediated S-phase Entry	5.45E-01	7.69E-02	NaN	CDK2,CDKN1B	
Glycolysis I	5.45E-01	7.69E-02	NaN	BPGM,ENO3	
Gluconeogenesis I	5.45E-01	7.69E-02	NaN	BPGM,ENO3	
PFKFB4 Signaling Pathway	5.44E-01	6.52E-02	NaN	ATF4,MAPK1,TGFB1	
Role of Pattern Recognition Receptors in Recognition of Bacteria and Viruses	5.41E-01	5.19E-02	-1.633	CCL5,LTA,MAPK1,PIK3CD,PIK3R1,PRKCB,PRKCH,TGFB1	
Sperm Motility	5.29E-01	4.93E-02	1.633	CALM1 (includes others),CSK,IGF1R,LCK,LTK,PDIA3,PLCL1,PRKCB,PRKCH,SLC12A2,YES1	
Adipogenesis pathway	5.2E-01	5.22E-02	NaN	HDAC1,NR1D2,SAP130,SAP18,TCF7,TGFB1,TXNIP	
GPCR-Mediated Nutrient Sensing in Enteroendocrine Cells	5.2E-01	5.36E-02	0.816	GNAI2,GNG2,PDIA3,PLCL1,PRKCB,PRKCH	
Pathogenesis of Multiple Sclerosis	5.07E-01	1.11E-01	NaN	CCL5	
Citrulline Biosynthesis	5.07E-01	1.11E-01	NaN	GLS	
eNOS Signaling	4.98E-01	5.03E-02	0.378	CALM1 (includes others),HSP90B1,HSPA8,NOSIP,PIK3CD,PIK3R1,PRKCB,PRKCH	
Superpathway of Cholesterol Biosynthesis	4.81E-01	6.9E-02	NaN	HADHA,LBR	
Role of p14/p19ARF in Tumor Suppression	4.81E-01	6.9E-02	NaN	PIK3CD,PIK3R1	
Myc Mediated Apoptosis Signaling	4.8E-01	6E-02	NaN	BCL2,MCL1,TNFRSF1B	
Assembly of RNA Polymerase II Complex	4.8E-01	6E-02	NaN	TAF3,TAF5,TAF7	
Amyloid Processing	4.8E-01	6E-02	NaN	CAPN7,CAPNS1,MAPK1	
Hepatic Cholestasis	4.72E-01	4.86E-02	NaN	ABCB1,JUN,LTA,NFKBIA,PRKCB,PRKCH,SLC10A1,TGFB1,TNFRSF1B	
Calcium Transport I	4.7E-01	1E-01	NaN	ATP2B4	
Ketolysis	4.7E-01	1E-01	NaN	HADHA	
GABA Receptor Signaling	4.66E-01	5.26E-02	NaN	AP2B1,AP2M1,UBA52,UBB,UBC	
Cardiac β-adrenergic Signaling	4.6E-01	4.96E-02	NaN	AKAP13,AKAP9,GDE1,GNG2,GRK3,MPPE1,PDE3B	
Bladder Cancer Signaling	4.46E-01	5.15E-02	0.000	MAPK1,MMP11,RAF1,RAP1B,RRAS2	
G Protein Signaling Mediated by Tubby	4.44E-01	6.45E-02	NaN	GNG2,LCK	
TREM1 Signaling	4.41E-01	5.33E-02	0.000	CD83,GRB2,MAPK1,SIGIRR	
Ketogenesis	4.37E-01	9.09E-02	NaN	HADHA	
Transcriptional Regulatory Network in Embryonic Stem Cells	4.25E-01	5.56E-02	NaN	EOMES,H4C3,SET	
IL-9 Signaling	4.1E-01	6.06E-02	NaN	PIK3CD,PIK3R1	
Cleavage and Polyadenylation of Pre-mRNA	4.07E-01	8.33E-02	NaN	PAPOLA	
BER pathway	4.07E-01	8.33E-02	NaN	PARP1	
NER Pathway	3.9E-01	4.85E-02	0.000	EP300,H4C3,RAD23B,TOP2B,UBE2I	
Cholesterol Biosynthesis I	3.81E-01	7.69E-02	NaN	LBR	
Cholesterol Biosynthesis II (via 24,25-dihydrolanosterol)	3.81E-01	7.69E-02	NaN	LBR	
Cholesterol Biosynthesis III (via Desmosterol)	3.81E-01	7.69E-02	NaN	LBR	
TWEAK Signaling	3.79E-01	5.71E-02	NaN	BIRC3,NFKBIA	
MSP-RON Signaling Pathway	3.77E-01	5.17E-02	NaN	ACTG1,PIK3CD,PIK3R1	
Apelin Adipocyte Signaling Pathway	3.7E-01	4.88E-02	-2.000	GNAI2,GSTK1,MAPK1,SOD1	
DNA Double-Strand Break Repair by Homologous Recombination	3.57E-01	7.14E-02	NaN	ATRX	
DNA Double-Strand Break Repair by Non-Homologous End Joining	3.57E-01	7.14E-02	NaN	PARP1	
Mevalonate Pathway I	3.57E-01	7.14E-02	NaN	HADHA	
Colanic Acid Building Blocks Biosynthesis	3.57E-01	7.14E-02	NaN	UGP2	
Retinoic acid Mediated Apoptosis Signaling	3.56E-01	5E-02	NaN	PARP1,PARP10,TNKS	
Cell Cycle Regulation by BTG Family Proteins	3.51E-01	5.41E-02	NaN	BTG2,CDK2	
cAMP-mediated signaling	3.51E-01	4.39E-02	0.000	AKAP13,AKAP9,ATF4,CALM1 (includes others),GDE1,GNAI2,MAPK1,MPPE1,PDE3B,RAF1	
CDK5 Signaling	3.5E-01	4.63E-02	1.000	ITGA6,MAPK1,RAF1,RAP1B,RRAS2	
Isoleucine Degradation I	3.34E-01	6.67E-02	NaN	HADHA	
Superpathway of Citrulline Metabolism	3.34E-01	6.67E-02	NaN	GLS	
Human Embryonic Stem Cell Pluripotency	3.29E-01	4.44E-02	NaN	PDGFD,PIK3CD,PIK3R1,S1PR5,TCF7,TGFB1	
Inhibition of Matrix Metalloproteases	3.25E-01	5.13E-02	NaN	MMP11,RECK	
Parkinson's Signaling	3.14E-01	6.25E-02	NaN	MAPK1	
Pyrimidine Ribonucleotides Interconversion	3.01E-01	4.88E-02	NaN	DDX3X,ENTPD1	
D-myo-inositol (1,4,5)-trisphosphate Degradation	2.97E-01	5.88E-02	NaN	INPP5B	
Pyrimidine Ribonucleotides De Novo Biosynthesis	2.8E-01	4.65E-02	NaN	DDX3X,ENTPD1	
Differential Regulation of Cytokine Production in Macrophages and T Helper Cells by IL-17A and IL-17F	2.79E-01	5.56E-02	NaN	CCL5	
1D-myo-inositol Hexakisphosphate Biosynthesis II (Mammalian)	2.79E-01	5.56E-02	NaN	INPP5B	
Valine Degradation I	2.79E-01	5.56E-02	NaN	HADHA	
Superpathway of Geranylgeranyldiphosphate Biosynthesis I (via Mevalonate)	2.79E-01	5.56E-02	NaN	HADHA	
DNA damage-induced 14-3-3σ Signaling	2.64E-01	5.26E-02	NaN	CDK2	
Apelin Muscle Signaling Pathway	2.64E-01	5.26E-02	NaN	TFAM	
IL-15 Production	2.62E-01	4.13E-02	2.236	CSK,IGF1R,LCK,LTK,YES1	
GPCR-Mediated Integration of Enteroendocrine Signaling Exemplified by an L Cell	2.42E-01	4.11E-02	NaN	GNAI2,PDIA3,PLCL1	
Putrescine Degradation III	2.36E-01	4.76E-02	NaN	IL4I1	
Methionine Degradation I (to Homocysteine)	2.23E-01	4.55E-02	NaN	MAT2B	
Differential Regulation of Cytokine Production in Intestinal Epithelial Cells by IL-17A and IL-17F	2.12E-01	4.35E-02	NaN	CCL5	
Apelin Cardiac Fibroblast Signaling Pathway	2.12E-01	4.35E-02	NaN	TGFB1	
IL-22 Signaling	2.01E-01	4.17E-02	NaN	MAPK1	
Role of JAK1, JAK2 and TYK2 in Interferon Signaling	2.01E-01	4.17E-02	NaN	RAF1	
Cysteine Biosynthesis III (mammalia)	2.01E-01	4.17E-02	NaN	MAT2B	
LPS/IL-1 Mediated Inhibition of RXR Function	-0E00	2.68E-02	0.000	ABCB1,GSTK1,IL4I1,JUN,SLC10A1,TNFRSF1B	
LXR/RXR Activation	-0E00	3.31E-02	NaN	MYLIP,NCOR1,NCOR2,TNFRSF1B	
FXR/RXR Activation	-0E00	7.94E-03	NaN	SLC10A1	
PXR/RXR Activation	-0E00	3.08E-02	NaN	ABCB1,NR3C1	
Role of Cytokines in Mediating Communication between Immune Cells	-0E00	1.85E-02	NaN	TGFB1	
Role of CHK Proteins in Cell Cycle Checkpoint Control	-0E00	1.75E-02	NaN	CDK2	
Role of Oct4 in Mammalian Embryonic Stem Cell Pluripotency	-0E00	2.17E-02	NaN	PARP1	
Basal Cell Carcinoma Signaling	-0E00	1.39E-02	NaN	TCF7	
Altered T Cell and B Cell Signaling in Rheumatoid Arthritis	-0E00	3.33E-02	NaN	HLA-DOA,LTA,TGFB1	
Atherosclerosis Signaling	-0E00	3.97E-02	NaN	COL5A3,GLG1,ITGA4,PDGFD,TGFB1	
Breast Cancer Regulation by Stathmin1	-0E00	3.89E-02	NaN	ARHGEF3,ARHGEF6,ATF4,CCND3,CDK2,CDKN1B,GNG2,GPR108,GRB2,JUN,MAPK1,PIK3CD,PIK3R1,PRKCB,PRKCH,RAF1,RAP1B,RLIM,RRAS2,S1PR5,TGFB1,TUBB2B,UHMK1	
Neuroprotective Role of THOP1 in Alzheimer's Disease	-0E00	2.56E-02	NaN	HLA-C,HLA-E,TPP1	
Role of Wnt/GSK-3β Signaling in the Pathogenesis of Influenza	-0E00	3.85E-02	NaN	CSNK1G2,CSNK1G3,TCF7	
Role of Hypercytokinemia/hyperchemokinemia in the Pathogenesis of Influenza	-0E00	2.33E-02	NaN	CCL5	
Intrinsic Prothrombin Activation Pathway	-0E00	2.38E-02	NaN	COL5A3	
Cell Cycle Control of Chromosomal Replication	-0E00	3.57E-02	NaN	CDK2,TOP2B	
Role of JAK2 in Hormone-like Cytokine Signaling	-0E00	2.94E-02	NaN	PTPN11	
nNOS Signaling in Skeletal Muscle Cells	-0E00	2.44E-02	NaN	CALM1 (includes others)	
Netrin Signaling	-0E00	3.08E-02	NaN	ABLIM1,NFATC2	
Thyroid Hormone Metabolism II (via Conjugation and/or Degradation)	-0E00	2.63E-02	NaN	LARGE2	
Nicotine Degradation III	-0E00	1.79E-02	NaN	LARGE2	
Dopamine Degradation	-0E00	3.33E-02	NaN	IL4I1	
Melatonin Degradation I	-0E00	1.67E-02	NaN	LARGE2	
Phospholipases	-0E00	3.17E-02	NaN	PDIA3,PLCL1	
Tryptophan Degradation X (Mammalian, via Tryptamine)	-0E00	4E-02	NaN	IL4I1	
Glutathione-mediated Detoxification	-0E00	3.12E-02	NaN	GSTK1	
Nicotine Degradation II	-0E00	1.54E-02	NaN	LARGE2	
Serotonin Degradation	-0E00	2.99E-02	NaN	IL4I1,LARGE2	
Triacylglycerol Biosynthesis	-0E00	2.38E-02	NaN	LPIN2	
Superpathway of Melatonin Degradation	-0E00	3.08E-02	NaN	IL4I1,LARGE2	
Noradrenaline and Adrenaline Degradation	-0E00	2.86E-02	NaN	IL4I1	
Fatty Acid β-oxidation I	-0E00	3.12E-02	NaN	HADHA	
Superpathway of Methionine Degradation	-0E00	2.7E-02	NaN	MAT2B	
Gαs Signaling	-0E00	2.8E-02	NaN	ATF4,GNG2,MAPK1	
Nucleotide Excision Repair Pathway	-0E00	2.86E-02	NaN	RAD23B	
Interferon Signaling	-0E00	2.78E-02	NaN	BCL2	
Serotonin Receptor Signaling	-0E00	2.33E-02	NaN	IL4I1	
Dopamine Receptor Signaling	-0E00	1.3E-02	NaN	IL4I1	
p38 MAPK Signaling	-0E00	3.39E-02	NaN	ATF4,CDC25B,TGFB1,TNFRSF1B	
Notch Signaling	-0E00	2.7E-02	NaN	RFNG	
Gustation Pathway	-0E00	3.25E-02	NaN	GDE1,GNG2,MPPE1,P2RY8,PDE3B	
Osteoarthritis Pathway	-0E00	2.84E-02	0.000	ATF4,HMGB1,ITGA4,TCF7,TGFB1,TNFRSF1B	
Th17 Activation Pathway	-0E00	3.3E-02	NaN	HSP90B1,NFATC2,STAT4	
SPINK1 Pancreatic Cancer Pathway	-0E00	1.67E-02	NaN	TGFB1	
Endocannabinoid Neuronal Synapse Pathway	-0E00	3.91E-02	-0.447	GNAI2,GNG2,MAPK1,PDIA3,PLCL1	
Apelin Liver Signaling Pathway	-0E00	3.85E-02	NaN	COL5A3	
White Adipose Tissue Browning Pathway	-0E00	1.55E-02	NaN	ATF4,MAPK1	
